idx,japones,espanol_oficial
806,高原　竜也,Kurt O'Graphy
807,水仙　稔基,Pace Storey
808,新見　主税,Paddy Streehan
809,合方　調,Carson Haynes
810,守久　要,Earl Grayson
811,高城　貞人,Pip Aminty
812,大石　良雄,Noel Vacancies
813,大凧　昇,Jon Quill
814,子鹿　森也,Bill Looney
815,葵　健太,Dan Nettles
816,寿　太郎,Clark Watcher
817,浦片　佳彦,Tim Eisback
818,稲子　芳信,Sam Aritan
819,南瓜　敬作,Cal Emarry
820,橋口　慎之介,Bambis Shakin
821,海堂　脩平,Zin Giber
822,高沢　一樹,Wes Abbey
823,岩田　剛基,Alec Dote
824,院野　翔太,Dougie McFlea
825,坂下　雅功,Jacky Lantern
826,玉月　瞬,Matt Tudor
827,水上　渡,Gabriel Shekinah
828,五味　一樹,Biron Pendexter
829,二瓶　晶,Rod Entwhistle
830,滝沢　敏也,Toby Patient
831,清原　光良,Glen Garry
832,針辻　大五郎,Bill Yards
833,唐　拓郎,Kay Acker
834,砂川　碧海,Django Keyes
835,品川　隆博,John Demi
836,沼口　司,Sage Wisdom
837,岡野　一輝,Nick Washing
838,孫吾　乱,Steve Pinner
839,山中　圭,Vance Bookings
840,布原　ヒロ,Bud Dahman
841,兵庫　陽明,Reagan Boneman
842,鉄野　洋平,Erhard Blower
843,今川　義基,Jack Tradesman
844,鉄山　啓作,Rufus Judge
845,真野　有起哉,Ace Fettick
846,鯉真　精児,Lance Lotts
847,榎戸　敦,Attley Hightable
848,青森　潤,Jim Nastick
849,川野　めだか,Theo Riser
850,広瀬　芳正,Weldon Wrought
851,定岡　堅,Seymour Senary
852,大道　聡一,Finn Carper
853,野家　広貼,Herc Bigsby
854,大岡　善,Bramley Cox
855,振端　敦,Mitch Hett
856,岩淵　晃司,Mo Zarella
857,大江戸　結,Scout Messenger
858,荒川　浩正,Paul Chucker
859,牛原　蒼甫,Andy Wallpole
860,梵天　哲士,Solomon Justice
861,比嘉　大樹,Mark Tinney
862,オフ　斎藤,Archy Medez
863,ドン　リンゴ,Jay Pan
864,安川　慎之介,Jonah Troutman
865,新村　海洋,Carl Nivor
866,堀口　将志,Phil Occifer
867,英嶋　新士,Noah Gerkin
868,漁火　三省,Colin Eager
869,錬山　術,Don Ringo
870,天川　光博,Nick Crew
871,桜井　広司,Ivor Parrot
872,岡山　太朗,Matthew Pencil
873,三村　貴嶺,Ropert Chapp
874,小西　努,Hal LeButt
875,永井　照生,Al Chemmy
876,永田　修,Rob Zervatory
877,亀井　慢太郎,Joe Stick
878,羽縞　勇太,Nick Turine
879,計良　電,Marc O'Lepsy
880,小泉　涼,Jim Makegood
881,発田　三郎,Vin Spinner
882,永島　寿明,Grew Driver
883,酒田　達士,Ed Dupee
884,吉永　陽介,Hank Shortman
885,総細　建,Aaron Peacy
886,小川　孝太郎,Harvey Sweats
887,縄代　亮,Harry Overton
888,三木　俊介,Archie Tate
889,玉田　康文,Neville List
890,吉岡　瞬,Lee Dorr
891,浜崎　克哉,Sam Which
892,市松　竜也,Dwight Self
893,安斎　友也,Shep Shank
894,石原　高史,Dylan Swan
895,大高　光洋,Theo Bernoulli
896,柱谷　守,Sul Tarner
897,高岡　憲史,Silas Scrooge
898,永野　幸平,Mario Nette
899,冷粋　翔,Telly Fonbocks
900,墨道　達哉,Bones Size
901,根来　獅童,Frank Koshar
902,越智　貞夫,Keifer Tiliser
903,盤屋　三郎,Jak Hammerslam
904,堅山　真,Rob Freeby
905,河田　健,Chris Talise
906,松下　祐基,Derek Longhand
907,模寺　仁晶,Manny Gerry
908,伯林　独,Des Count
909,青野　穂高,Rocky Rollans
910,花園　精児,Shaun Staid
911,船田　光洋,Heath Freke
912,細田　啓介,Olly Gammy
913,映内　正樹,Aidan Model
914,藤波　貴真,Mick Thatcher
915,花田　誠治,Owen Greenfield
916,古賀　獅童,Charlie Krelborn
917,埼玉　礼央,Rory Circles
918,粉川　悦,Barry Sterr
919,原沢　耕司,John Baird
920,千葉　朗人,Tyson Moodey
921,東京　明志,Al Istatin
922,臼田　隆太,Paddy Popper
923,桂　菊生,Dwayne Woo
924,大場　充則,Pete Sadow
925,沖縄　清志,Troy Glodight
926,棒迫　満,Chris Hypogee
927,小池　暦,Connor Bation
928,針羅　憲史,Rhys Masher
929,谷村　刀麻,Charlie Shearing
930,小幡　竜也,Al Mannack
931,極路　大作,Nathan Weyton
932,細径　塁,Simon Stryker
933,宮地　弘也,Will Bayeux
934,伊東　真一,Thomas Ediston
935,美球　丈雄,Aubry Dient
936,神奈川　航介,Les Tarrant
937,正目　光一,Sim Cope
938,小平　暖,Cal O'Rees
939,ヒロシ　ドット,Ringo Spinning
940,小木　徹,Dec O'Rator
941,長山　赤彦,Pat Shinko
942,録田　寛治,Ryan Ferry
943,声野　亮介,Les Belisha
944,五十嵐　明,Tim Crochett
945,警固　鉄洋,Hiroshi Dot
946,吹石　光太郎,Jack Nimble
947,大丹羽　魁士,Patch Upright
948,大阪　奈央彦,Joe Nalist
949,梶原　朝夫,Esau Fagus
950,柔　光良,Braden Bakewell
951,京都　倭一,Virgil Lantis
952,三重　泰輔,Norm Drilling
953,吉野　大,Kurt Tweedy
954,横田　ケンイチ,Solomon Osaka
955,縦　演明,Pike Tucker
956,界戸　瞬,Gary Osoto
957,末久　朗,Dec Orum
958,真爪　雅彦,Alan Carte
959,筋原　俊二,Morgan Iser
960,神田　基祐,Ken Broad
961,円輪　豊,Scot Enguard
962,森林　進,Dick Turbin
963,若井　哲平,Benedict Eggers
964,古文　次元,Beau Painton
965,舞鶴　浩正,Butch Pythons
966,橘　フミヤ,Sam Murray
967,若杉　洋,Eathan Ringer
968,塩田　道之介,Jack Lumbar
969,外山　大樹,Todd Tempole
970,西谷　研二,Jacob Grimley
971,池州　宗彦,John Coralli
972,請川　渡志,Drew Faxon
973,早津　愛輝,Cole Easteroll
974,角　努,Cam Lensman
975,中館　ヒロ,Tighe Windsor
976,今井　扶樹,Phil Dippedes
977,塗谷　貞哉,Lenny Lakeman
978,大和田　隆太,Vaughn DeVille
979,幸原　一徳,Arthur Myrddin
980,大崎　練,Guy Forker
981,騎藤　瞬士,Bob Stretcher
982,島袋　誠治,Spike Clutcher
983,松本　はやと,Austin Tayssus
984,夕霧　　爽也,Tom Stevenson
985,渡辺　映宏,Ricky Charmers
986,赤羽　隼士,Max Hurt
987,乗松　響平,Dexter Raleigh
988,馬場　信輔,Pete Pang
989,旅本　明宏,Sam Fitspire
990,加持　徹,Carter Nightly
991,上条　時生,Daley Switcher
992,門上　捻治,Dexter Ambie
993,エイ　キング,Gill Able
994,西原　裕次郎,Drew Reiner
995,山道　大樹,Kevin Boardman
996,西部　鷹也,Andy Craft
997,鼻本　丈雄,Julius Vernon
998,藤村　刃,Robin Sherwood
999,大林　たかお,Ei King
1000,板橋　真,Travis McClean
1001,宇賀　士郎,Rusty Spoakes
1002,沢村　瞬,Clint Wester
1003,八田　秀隆,Pete Nokeyo
1004,氷山　有起哉,Will Racer
1005,森田　英雄,Ollie Seeker
1006,大将　拳,Graham Hush
1007,藤崎　三省,Ronny Knowles
1008,帆市　輝明,Les Abel
1009,号田　具流,Reg Thrift
1010,勝喜　快翔,Jools Iceberg
1011,空野　ルイ,Mark Brent
1012,自亜　米佳,Vern Ironfist
1013,車谷　曲男,Rob Burnsides
1014,阿後　大三,Ace Bragg
1015,木田　悠翔,Claude Snap
1016,波　乗輔,Paul Rush
1017,駒込　豆太,Guile Crocket
1018,一之瀬　一哉,Carey Bean
1019,土門　飛鳥,John Maggie
1020,多摩野　五郎,Chops Denton
1021,角馬　圭太,Bobby Yellow
1022,角馬　圭太,Ace Breaker
1023,サガミネーター,Percy Verence
1024,鬼道　有人,Erik Eagle
1025,闇野　カゲト,Bobby Shearer
1026,安居　真司,Paul Peabody
1027,碓井　次郎,Chester Horse Jr
1028,雷門　総一郎,Chester Horse Jr
1029,影山　零治,Sagaminator
1030,火来　伸蔵,Jude Sharp
1031,鬼瓦　源五郎,Shadow Cimmerian
1032,円堂　大介,Arnold Horrel
1033,影山　東吾,Donovan Lardy
1034,鬼瓦　源五郎２,Sonny Raimon
1035,音無　春奈２,Ray Dark
1036,豪炎寺　夕香,George Firewill
1037,円堂　広志,Gregory Smith
1038,円堂　温子,David Evans
1039,顔なし,Tom Dark
1040,土門　シルエ,Gregory Smith 2
1041,冬海　シルエ,Celia Hills 2
1042,壁山　サク,Julia Blaze
1043,古株,Harry Evans
1044,影山　シルエ,Sharon Evans
1045,安西　勝,Unknown
1046,地木流　灰人,Shearer shadow
1047,他山　幸助,Wintersea shadow
1048,富山　新一郎,Zak Wallside
1049,真二屋　才人,Sr. Veteran
1050,伊賀島　仙一,Dark shadow
1051,新野　亀吉,Stephen Black
1052,二階堂　修吾,Hekyll Jyde
1053,木崎　里,Harry Savage
1054,吉良　瞳子,Newton Thomas
1055,吉良　星二郎,Manny Artic
1056,研崎　竜一,Sammy Igajima
1057,財前　宗助,Turtle Newfield
1058,アメリカ大統領,Seth Nichols
1059,吹雪　士郎（幼,Clint Loggan
1060,吹雪　アツヤ（,Matón 1
1061,基山　ヒロト,Matón 2
1062,瞳子　シルエ,Matón 3
1063,豪炎寺　ローブ,Matón 4
1064,キラエンペ　ロ,Hombre de negro
1065,白恋監督,Hombre de negro
1066,漫遊寺監督,Hombre de negro
1067,陽花戸監督,Hombre de negro
1068,大海原監督,Hombre de negro
1069,陽花戸　校長,Hombre de negro
1070,水着（男）,Hombre de negro
1071,水着（男）,Hombre de negro
1072,水着（男）,Hombre de negro
1073,水着（女）,Hombre de negro
1074,水着（女）,Hombre de negro
1075,水着（女）,Hombre de negro
1076,アロハ（男）,Aquilina Schille
1077,アロハ（男）,Astram B. Schill
1078,アロハ（男）,Godric Wyles
1079,着物（女）,Stewart Vanguard
1080,着物（女）,Pte. EE. UU.
1081,着物（女）,Shawn Froste
1082,防寒服（男）（,Aiden Froste
1083,防寒服（男）（,Xavier Foster
1086,エイリアスタッ,Encapuchado
1087,エイリアスタッ,Entr. Alpino
1088,シカ,Entr. Claustro S
1089,熊,Entr. Fauxshore
1090,傘美野生徒（男,Entr. Mary T.
1091,傘美野生徒（男,Dir. Fauxshore
1092,傘美野生徒（男,Nadador
1093,傘美野生徒（男,Nadador
1094,傘美野生徒（女,Nadador
1095,傘美野生徒（女,Nadadora
1096,傘美野生徒（女,Nadadora
1097,傘美野生徒（女,Nadadora
1098,白恋生徒（男）,Hawaiano
1099,白恋生徒（男）,Hawaiano
1100,白恋生徒（男）,Hawaiano
1101,白恋生徒（男）,Chica con kimono
1102,白恋生徒（女）,Chica con kimono
1103,白恋生徒（女）,Chica con kimono
1104,白恋生徒（女）,Chico con anorak
1105,白恋生徒（女）,Chico con anorak
1106,漫遊生徒（男）,Chico con anorak
1107,漫遊生徒（男）,Plantilla de Ali
1108,漫遊生徒（男）,Plantilla de Ali
1109,漫遊生徒（男）,Plantilla de Ali
1110,漫遊生徒（女）,Ciervo
1111,漫遊生徒（女）,Oso
1112,漫遊生徒（女）,Alumno Umbrella
1113,漫遊生徒（女）,Alumno Umbrella
1114,陽花戸生徒（男,Alumno Umbrella
1115,陽花戸生徒（男,Alumno Umbrella
1116,陽花戸生徒（男,Alumna Umbrella
1117,陽花戸生徒（男,Alumna Umbrella
1118,陽花戸生徒（女,Alumna Umbrella
1119,陽花戸生徒（女,Alumna Umbrella
1120,陽花戸生徒（女,Alumno Alpino
1121,陽花戸生徒（女,Alumno Alpino
1122,大海原生徒（男,Alumno Alpino
1123,大海原生徒（男,Alumno Alpino
1124,大海原生徒（男,Alumna Alpino
1125,大海原生徒（男,Alumna Alpino
1126,大海原生徒（女,Alumna Alpino
1127,大海原生徒（女,Alumna Alpino
1128,大海原生徒（女,Alumno Claustro
1129,大海原生徒（女,Alumno Claustro
1130,真帝国生徒（男,Alumno Claustro
1131,真帝国生徒（男,Alumno Claustro
1132,真帝国生徒（男,Alumna Claustro
1133,真帝国生徒（男,Alumna Claustro
1134,真帝国生徒（女,Alumna Claustro
1135,真帝国生徒（女,Alumna Claustro
1136,真帝国生徒（女,Alumno Fauxshore
1137,真帝国生徒（女,Alumno Fauxshore
1138,浦部　母,Alumno Fauxshore
1139,吹雪　父,Alumno Fauxshore
1140,吹雪　母,Alumna Fauxshore
1141,豪炎寺　夕香（,Alumna Fauxshore
1142,警備ロボFP停止,Alumna Fauxshore
1143,警備ロボGK停止,Alumna Fauxshore
1144,受付ロボ,Alumno Mary T.
1145,雷門中生徒１,Alumno Mary T.
1146,雷門中生徒２,Alumno Mary T.
1147,雷門中生徒３,Alumno Mary T.
1148,雷門中生徒４,Alumna Mary T.
1149,雷門中生徒５,Alumna Mary T.
1150,雷門中生徒９,Alumna Mary T.
1151,雷門中生徒１１,Alumna Mary T.
1152,雷門中生徒１６,Alumno Redux
1153,雷門中生徒１７,Alumno Redux
1154,雷門中生徒２２,Alumno Redux
1155,雷門中生徒２３,Alumno Redux
1156,雷門中生徒２６,Alumna Redux
1157,雷門中生徒３２,Alumna Redux
1158,雷門中生徒３４,Alumna Redux
1159,雷門中生徒３５,Alumna Redux
1160,雷門中生徒３７,Mamá Sue
1161,雷門中生徒３８,Padre de Froste
1162,雷門中生徒４０,Madre de Froste
1164,雷門中生徒４５,Parada de R.G.
1165,雷門中生徒４８,Parada port. R.G
1166,雷門中生徒４９,Robot recepción
1167,雷門中生徒５０,Alumno R. 1
1168,雷門中生徒５１,Alumno R. 2
1169,雷門中生徒５２,Alumno R. 3
1170,雷門中生徒５８,Alumno R. 4
1171,雷門中生徒６０,Alumno R. 5
1172,雷門中生徒女１,Alumno R. 6
1173,雷門中生徒女３,Alumno R. 7
1174,雷門中生徒女４,Alumno R. 8
1175,雷門中生徒女５,Alumno R. 9
1176,雷門中生徒女７,Alumno R. 10
1177,雷門中生徒女１,Alumno R. 11
1178,雷門中生徒女１,Alumno R. 12
1179,雷門中生徒女２,Alumno R. 13
1180,雷門中生徒女２,Alumno R. 14
1181,雷門中生徒女２,Alumno R. 15
1182,雷門中生徒女２,Alumno R. 16
1183,雷門中生徒女３,Alumno R. 17
1184,雷門中教師１,Alumno R. 18
1185,雷門中教師２,Alumno R. 19
1186,雷門中教師３,Alumno R. 20
1187,雷門中教師４,Alumno R. 21
1188,雷門中教師６,Alumno R. 22
1189,雷門中教師８,Alumno R. 23
1190,雷門中教師９,Alumno R. 24
1191,雷門中教師女３,Alumno R. 25
1192,雷門中教師女７,Alumno R. 26
1193,雷門中教師女９,Alumno R. 27
1194,ねこ,Alumno R. 28
1195,にわとり,Alumno R. 29
1196,いぬ,Alumno R. 30
1197,うさぎ,Alumno R. 31
1198,ふつう男０１,Alumno R. 32
1199,ふつう男０２,Alumno R. 33
1200,ふつう男０３,Alumno R. 34
1201,ふつう男０４,Alumno R. 35
1202,ふつう男０５,Alumno R. 36
1203,ふつう男０６,Alumno R. 37
1204,ふつう男０７,Alumno R. 38
1205,ふつう男０８,Alumno R. 39
1206,ふつう男０９,Alumno R. 40
1207,ふつう男１０,Alumno R. 41
1208,ふつう男１１,Alumno R. 42
1209,ふつう男１２,Alumno R. 43
1210,ふつう女０１,Alumno R. 44
1211,ふつう女０２,Alumno R. 45
1212,ふつう女０３,Alumno R. 46
1213,ふつう女０４,Alumno R. 47
1214,ふつう女０５,Alumno R. 48
1215,ふつう女０６,Alumno R. 49
1216,ふつう女０７,Alumno R. 50
1217,ふつう女０８,Alumno R. 51
1218,ふつう女０９,Alumno R. 52
1219,ふつう女１０,Alumno R. 53
1220,ふつう女１１,Alumno R. 54
1221,ふつう女１２,Alumno R. 55
1222,ケンママ,Alumno R. 56
1223,じいさん１,Alumno R. 57
1224,じいさん２,Alumno R. 58
1225,じいさん３,Alumno R. 59
1226,じいさん４,Alumno R. 60
1227,じいさん５,Alumna R. 1
1228,じいさん６,Alumna R. 2
1229,じいさん,Alumna R. 3
1230,ばあさん１,Alumna R. 4
1231,ばあさん２,Alumna R. 5
1232,ばあさん３,Alumna R. 6
1233,ばあさん４,Alumna R. 7
1234,ばあさん５,Alumna R. 8
1235,ばあさん６,Alumna R. 9
1236,男の子１,Alumna R. 10
1237,男の子２,Alumna R. 11
1238,男の子３,Alumna R. 12
1239,男の子４,Alumna R. 13
1240,男の子５,Alumna R. 14
1241,男の子６,Alumna R. 15
1242,ケンちゃん,Alumna R. 16
1243,ユウスケ,Alumna R. 17
1244,女の子１,Alumna R. 18
1245,女の子２,Alumna R. 19
1246,女の子３,Alumna R. 20
1247,女の子４,Alumna R. 21
1248,女の子５,Alumna R. 22
1249,女の子６,Alumna R. 23
1250,店員１,Alumna R. 24
1251,店員２,Alumna R. 25
1252,店員３,Alumna R. 26
1253,店員４,Alumna R. 27
1254,てんちょう,Alumna R. 28
1255,メイド１,Alumna R. 29
1256,メイド２,Alumna R. 30
1257,メイド３,Profesor 1
1258,医師１,Profesor 2
1259,医師２,Profesor 3
1260,看護師１,Profesor 4
1261,看護師２,Profesor 5
1262,看護師３,Profesor 6
1263,駅員１,Profesor 7
1264,駅員未使用,Profesor 8
1265,警察官１,Profesor 9
1266,警察官,Profesora 1
1267,イナビカリ係員,Profesora 2
1268,夏未部下,Profesora 3
1269,ゼウス係員１,Profesora 4
1270,ゼウス黒服,Profesora 5
1271,帝国一般１,Profesora 6
1272,帝国一般２,Profesora 7
1273,帝国一般３,Profesora 8
1274,野生一般１,Profesora 9
1275,野生一般２,Gato
1276,野生一般３,Pollo
1277,山下,Perro
1278,古田,Conejo
1279,マップ用キラキ,Hombre 1
1280,マップ用キラキ,Hombre 2
1281,グレント,Hombre 3
1282,バーラ,Hombre 4
1283,クララ,Hombre 5
1284,ゴッカ,Hombre 6
1285,ボンバ,Hombre 7
1286,ヒート,Hombre 8
1287,ドロル,Hombre 9
1288,リオーネ,Hombre 10
1289,涼野　風介,Hombre 11
1290,南雲　晴矢,Hombre 12
1291,ネッパー,Mujer 1
1292,ゴルレオ,Mujer 2
1293,コラル,Mujer 3
1294,ギグ,Mujer 4
1295,ガニメデ,Mujer 5
1296,カロン,Mujer 6
1297,パンドラ,Mujer 7
1298,グリンゴ,Mujer 8
1299,イオ,Mujer 9
1300,リーム,Mujer 10
1301,レーゼ,Mujer 11
1302,ディアム,Mujer 12
1303,デザーム,Mamá Ken
1304,ケンビル,Anciano 1
1305,モール,Anciano 2
1306,ケイソン,Anciano 3
1307,タイタン,Anciano 4
1308,ファドラ,Anciano 5
1309,クリプト,Anciano 6
1310,スオーム,Anciano
1311,マキュア,Anciana 1
1312,メトロン,Anciana 2
1313,ゼル,Anciana 3
1314,デザーム,Anciana 4
1315,ネロ,Anciana 5
1316,ゲイル,Anciana 6
1317,キーブ,Chico 1
1318,ゾーハン,Chico 2
1319,ハウザー,Chico 3
1320,コーマ,Chico 4
1321,クィール,Chico 5
1322,アーク,Chico 6
1323,ウィーズ,Kenville
1324,ウルビダ,Oswald
1325,グラン,Chica 1
1326,デザーム,Chica 2
1327,ケンビル,Chica 3
1328,モール,Chica 4
1329,ケイソン,Chica 5
1330,タイタン,Chica 6
1331,ファドラ,Empleado 1
1332,クリプト,Empleado 2
1333,スオーム,Empleado 3
1334,マキュア,Empleado 4
1335,メトロン,Encargado
1336,ゼル,Doncella 1
1337,分校　進,Doncella 2
1338,藤府　延,Doncella 3
1339,須田　揚,Doctor 1
1340,紗安　夜行,Doctor 2
1341,下円　寸,Enfermera 1
1342,古西　茂,Enfermera 2
1343,朝井野　才次,Enfermera 3
1344,倉士部　麗一,Ferroviario 1
1345,魚籠　卓,Ferroviario X
1346,色　有児,Policía 1
1347,満田　尊徳,Policía
1348,ロボＳ,Encargado 1
1349,ロボＰ,Ayudante de Nell
1350,ロボＴ,Empleado Zeus
1351,ロボＶ,Guarda Zeus
1352,ロボＣ,Tipo Royal 1
1353,ロボＯ,Tipo Royal 2
1354,ロボＢ,Tipo Royal 3
1355,ロボＧ,Tipo Wild 1
1356,ロボＫ,Tipo Wild 2
1357,ロボＦ,Tipo Wild 3
1358,ロボＬ,Unitbase_3196
1359,響木　正剛,Unitbase_3197
1360,浮島　一人,Punto mapa 1
1361,髪村　切斗,Punto mapa 2
1362,会田　力,Grent
1363,場寅　仕,Baller
1364,中間　庸,Clear
1365,碇　頑五郎,Gocker
1366,定良　保,Bomber
1367,民山　謡,Heat
1368,菅田　厳,Droll
1369,備流田　光一,Rhine
1370,グレント,Bryce Whitingale
1371,バーラ,Claude Beacons
1372,バクレー,Neppten
1373,サトス,Galileo
1374,ボンバ,Coral
1375,ヒート,Gigs
1376,レアン,Ganymede
1377,ボニトナ,Charon
1378,サイデン,Pandora
1379,南雲　晴矢,Grengo
1380,ネッパー,Io
1381,ベルガ,Rihm
1382,アイキュー,Janus
1383,クララ,Diam
1384,ゴッカ,Dvalin
1385,アイシー,Kenville
1386,バレン,Mole
1387,ドロル,Kayson
1388,リオーネ,Tytan
1389,ブロウ,Fedora
1390,涼野　風介,Krypto
1391,フロスト,Sworm
1392,謎の男,Mercury
1393,謎の男,Metron
1394,謎の男,Zell
1395,謎の男,Dvalin
1396,謎の男,Nero
1397,謎の男,Gele
1398,謎の男,Kiburn
1399,謎の男,Zohen
1400,鉄壁　堅,Hauser
1401,五洋　武,Kormer
1402,疾風　隼人,Kiwill
1403,桜　多聞,Ark
1404,角巣　英二,Wittz
1405,極火　務,Bellatrix
1406,館野　舞,Xene
1407,先手　勝,Dvalin
1408,加賀美　法子,Kenville
1409,財前　塔子,Mole
1410,木曽久　順,Kayson
1411,弾倉　撃,Tytan
1412,特部　遂行,Fedora
1413,電受　集,Krypto
1414,日影　リンダ,Sworm
1415,身辺　保,Mercury
1416,函田　鉄,Metron
1417,真都路　珠香,Zell
1418,押矢　万部,Cam Mando
1419,目深　宗司,Harry Boufante
1420,雪野　星也,Todd Stuhl
1421,荒谷　紺子,Aspen Blewit
1422,居屋　真降,Marismus Oregon
1423,空野　礼文,Garjan Cypress
1424,吹雪　士郎,Judas Deathcap
1425,氷上　烈斗,Chase Faithfull
1426,喜多海　流,Chris Ticker
1427,炭谷　達磨,Roy Daring
1428,白熊　氷司,Scaber Enoki
1429,湿原　然,Robot S
1430,五稜　武揚,Robot P
1431,地平　広大,Robot T
1432,吹雪　士郎,Robot V
1433,吹雪　士郎,Robot C
1434,垣田　大将,Robot O
1435,悟里　開,Robot B
1436,宝玉　光,Robot G
1437,福見　観邑,Robot K
1438,真仮名井　承,Robot F
1439,高夢　宗一,Robot L
1440,学舎　一筋,Seymour Hillman
1441,市川　太衛門,Charles Island
1442,天神　阿太郎,Garret Hairtown
1443,影田　巡,Arthur Sweet
1444,天神　吽助,Peter Mildred
1445,木暮　夕弥,Josh Nathaniel
1446,五重　学,Edward Gladstone
1447,賀茂　歓行,Tyler Thomas
1448,五山　送,Joseph Yosemite
1449,総本　号,Ian Suffolk
1450,木暮　夕弥,Constant Builder
1451,源田　幸次郎,Grent
1452,帯屋　歴人,Baller
1453,弥谷　剣五,Balcke
1454,郷院　猛,Seats
1455,竺和　了,Bomber
1456,目座　相斗,Heat
1457,日柄　美照,Lean
1458,小鳥遊　忍,Bountine
1459,比得　呂介,Sidern
1460,不動　明王,Claude Beacons
1461,佐久間　次郎,Neppten
1462,片倉　慈音,Beluga
1463,相馬　善鬼,Arkew
1464,少弐　暁,Clear
1465,戸次　弘佑,Gocker
1466,一色　真砂士,Icer
1467,立向居　勇気,Balen
1468,筑紫　国光,Droll
1469,大濠　満敬,Rhine
1470,玄界　波人,Blown
1471,石山　防仁,Bryce Whitingale
1472,志賀　金印,Frost
1473,道端　詠,Hombre misterios
1474,祭利田　我暑衣,Hombre misterios
1475,黒田　槍道,Hombre misterios
1476,戸田　雄一郎,Hombre misterios
1477,松林　躍,Hombre misterios
1478,仁若　芸知,Hombre misterios
1479,親富　孝,Hombre misterios
1480,長浜　細道,Hombre misterios
1481,太宰　梅吉,Ken Ironwall
1482,沖ノ島　宗,Timothy Western
1483,首里　巌,Wallace Hammond
1484,平良　潜,Shirley Stevens
1485,宜保　兼勝,Ian Smith
1486,綱海　条介,Taylor Firepool
1487,赤嶺　宏昭,Marge Fielding
1488,渡具知　雅洋,Marshall Firstha
1489,音村　楽也,Holly Mirror
1490,喜屋武　梨花,Victoria Vanguar
1491,古謝　秀範,Joe Kenneddy
1492,東江　矢須雄,Ian Sights
1493,池宮城　波留,Greene Beray
1494,安室　幹生,Ryan Tappin
1495,親泊　永星,Linda Shadey
1496,瑞慶覧　礼人,Sid Safehouse
1497,知念　直輝,Adam Ropes
1498,謝花　サンゴ,Joaquine Downtow
1499,杉森　威,Milton Bindings
1500,西垣　守,Spike Gleeson
1501,闇野　カゲト,Sean Snowfield
1502,影野　仁,Kerry Bootgaiter
1503,栗松　鉄平,Maddox Rock
1504,半田　真一,Robert Skipolson
1505,少林寺　歩,Shawn Froste
1506,宍戸　佐吉,Roland Climbstei
1507,松野　空介,Quentin Rackner
1508,風丸　一郎太,Trent Peggs
1509,染岡　竜吾,Martin Ursus
1510,土州　恋,Pete Bogg
1511,虎浜　甲子,Gem Strata
1512,堀　道子,Horace Onlign
1513,梅田　陽海,Shawn Froste
1514,串田　香津世,Shawn Froste
1515,万　博美,Crane Kik
1516,蛸谷　紀子,Parry Waxon
1517,浪川　花子,Bri Spark
1518,天王寺　万里,Max Fortune
1519,浦部　リカ,Brendan Water
1520,御堂　玲華,Junior Fardream
1521,根切　ともえ,Ian Telektual
1522,通天　光里,Lee Dinglite
1523,船場　銀子,Marshall Artz
1524,岸和田　祭,Tyke Wando
1525,難波　花枝,Dirk Artz
1526,芙愛　瑠宇,Scott Banyan
1527,郭　張箔,Earnest Bookworm
1528,角塚　王是,Ollie Gami
1529,関谷　名人,Roman Kandel
1530,小龍　翼,Don Ation
1531,髪丸　速人,Scott Banyan
1532,赤坂　だるま,Joseph King
1533,黒崎　一悶侍,Rowan Beltzer
1534,大谷　つくし,Blade Healen
1535,円堂　カノン,Argie Bargie
1536,豪炎寺　真人,Lee Bamboo
1537,土方　雷電,Eton Messer
1538,雷門　夏未,Jonah Spark
1539,音無　春奈,Sue Sparrow
1540,木野　秋,Riley Jamm
1541,中田　英寿,Caleb Stonewall
1553,田尾　大二郎,Cannon Random
1554,笹本　慎二,Ulric Richmen
1555,浅水　祥次,Dave Fate
1556,奥泉　平,Spencer Duskplay
1557,砂子　律夫,Jonathan Luckyma
1558,花形　栄治,Joe Poker
1559,日方　紀緒,Wiley Cracker
1560,村部　貴弘,Mark Failing
1561,吉竹　英利,Alton Cotts
1562,赤渕　敬次郎,Mike Passing
1563,飯田　公一,Knowle Bathers
1564,高間　歩唯,Rocky Black
1565,大月　修作,Chad Taylor
1566,金矢　昌玄,Victor Hills
1567,佐々木　年秀,Hurley Kane
1568,須和　文章,Hector Redding
1569,中谷　真之,Mackenzie Fordli
1570,橋本　兼司,Cadence Soundtow
1571,広部　悟,Dora Delight
1572,古山　真実,Tom Contented
1573,丸尾　愛葉,Joston Easton
1574,門間　省吾,Spring Millpond
1575,山崎　咲音,Gaston Cooley
1576,和久井　祐子,Bevan Breakfast
1577,秋元　聖,Jack Griddle
1578,石田　宏臣,Stan Andagi
1579,及川　勝信,Coral Talent
1580,祖母井　博実,Thomas Feldt
1581,組村　淳弘,Malcolm Night
1582,迫田　麻美,Shadow Cimmerian
1583,エビリーナ,Jim Wraith
1584,副島　健人,Tod Ironside
1585,綱森　恭介,Steve Grim
1586,中尾　祇晶,Tim Saunders
1587,野口　学人,Sam Kincaid
1588,藤田　太,Maxwell Carson
1589,村木　拓馬,Nathan Swift
1590,望月　透修,Kevin Dragonfly
1591,横路　朋久,Daisy Fields
1592,浅野　色葉,Alexia Sand
1593,我孫子　郁洋,Hellen Hearth
1594,安東　道典,Rose Pinkpetal
