event_id,idx,japones,es_final,estado
81000150,16,Pフフフ…　この%1F赤いクスリと\n%1F青いクスリを　まぜてっと…\nフフフフ…。,"Je, je. Si mezclo este elemento\nrojo con este elemento azul...\nJe, je.",oficial
81000150,17,Dキミ　ボクの%2F発明の\n%3F実験台になってくれない？\nフフフ…。,"¿Te gustaría ser el conejillo\nde indias de mi experimento?\nJo, jo.",oficial
81000150,18,T…ぶつぶつぶつ。\fん　なんじゃ？　ワシは%1F今\n%2F大事な%3F研究中なんじゃよ。,"Grñ, ñññ.\f¿Qué queréis? Ahora estoy en medio\nde una investigación importante.",oficial
81000150,19,d%2F息子に%1F会ったら\n「%2F正月くらいは　%1F帰ってこんかい！」\nと　%1F伝えておいておくれ。,"Si ves a mi hijo, dile que por lo\nmenos venga a casa en Año Nuevo,\npor favor.",oficial
81000150,20,4おや　めずらしい\n%2F今日は%2F１人なのかね？,"Uy, qué raro. ¿Hoy estás solo?",oficial
81000150,21,Pなんだか　%2F大変なことに\nなっているようだ…\n%2F息子は%3F大丈夫かの…。,Parece que la cosa no pinta bien.\nEspero que no le haya pasado nada\na mi hijo.,oficial
81000150,22,�%2F息子から　ひさしぶりに\n%2F電話があったのだ。\fナマイキにも　わしの%2F研究に\n%2F口出しをしてきおった！\nあいかわらずじゃよ　…ふっ。,Hacía mucho que mi hijo\nno me llamaba.\f¡Se ha metido con mi investigación!\n¡Qué impertinente! No ha cambiado\nnada... Hum.,oficial
81000160,0,0オレのプラモの%1F方が\nカッコいいぞっ！,¡Mi maqueta mola más!,oficial
81000160,1,",オレの%1F方が\nゲーム　%2F上手だぜっ！",¡Yo juego mejor que tú!,oficial
81000160,2,Pなにを%1F言う！　\nオレのプラモの%1F方が　\n１００%1F倍カッコいいぞっ！,¡¿Qué dices?! ¡Mi maqueta es 100\nveces mejor que la tuya!,oficial
81000160,3,Dなにを%1F言う！　オレの%1F方が\n%2F上手に%1F決まってるだろ！,¡¿Qué dices?! ¡Yo soy más bueno!\n¡Está más claro que el agua!,oficial
81000160,4,<%1F男のコって　いくつになっても　\nコドモなんだから。,"Da igual cuántos años tengan, los\nhombres nunca dejan de ser niños.",oficial
81000160,5,撃ﾍー　つかれた…。\n%2F昨日は　%3F寝不足なんです。\f『ほてい』のヤツも　あんまり\n%1F寝てないハズなのに\nあいつ　%2F体力あるよなあ…。,"Aah... Estoy reventado.\nHe dormido muy poco.\fSacks tampoco ha dormido mucho,\npero está fresco como una rosa...",oficial
81000160,6,@あれ　センパイ。\n１%2F年生のクラスに　なにか%1F用ですか？,"Hola, Mark. ¿Qué te trae por\nlas clases de primero?",oficial
81000160,7,|みてくださいっ　\nこのケータイストラップ！　\nわたしが　つくったんですよ。\fこんど　センパイにも\nつくってあげますね！,¡Mira el colgante que llevo en\nel móvil! Lo he hecho yo.\fLa próxima vez te haré uno a ti.,oficial
81000160,8,垂�　%2F円堂センパイ。\n%2F音無さんって　サッカー%1F部の\nマネージャーなんですよね。\f…うらやましい。\nい　いえっ！　なんでもないですっ！,"Hola, Mark.\nCelia es gerente del club\nde fútbol, ¿verdad?\fQué envidia...\nEhm, no he dicho nada.",oficial
81000160,9,Dはぁ…。\fボクって　どうしてこんなに\nカッコイイんだろう…。,Aaah...\f¿Por qué molo tanto?...,oficial
81000170,0,H…………じーっ。\n（%2F非常ベルを\nじっとみつめているようだ…。）,Pche...\niEstá mirando fijamente\nel timbre de emergencia.j,oficial
81000170,1,0%2F黒板に　ラクガキしちゃ\nいかんっっ！,¡No dibujes tonterías en la pizarra!,oficial
81000170,2,L%3F商店街の%1F奥って\nなんだか　オ・ト・ナ　な\nフンイキですよねぇ。,La zona que está al fondo del\nbarrio de tiendas tiene un aire\nasí como adulto.,oficial
81000170,3,Tわわっ\n%1F話しかけないでくださいっ。\n%2F時計の%2F電池を　かえてるんですっ。,"¡Ay! No me hables, por favor.\nEstoy cambiando la pila de un reloj.",oficial
81000170,4,<センパイ！　%1F次の%2F試合も\nがんばってくださいね！,¡Mark! ¡Suerte en el próximo\npartido!,oficial
81000170,5,",あぶなっかしくて　%1F見てられないわ。",No aguanto ver escenas peligrosas.,oficial
81000170,6,Xあっ　%2F円堂センパイ！\n%2F壁山くんや　%2F栗松くんたち\n%2F元気にやってますか？,"¡Hola, Mark! ¿Cómo les va a Jack,\na Tod y a todos los demás?",oficial
81000170,7,Pきゃっ　%2F円堂センパイ！\n%1F次の%2F試合も\nチョー　おうえんしてますっ！,"¡Hola, Mark! ¡Que sepas que en\nel próximo partido también te\nestaré animando a tope!",oficial
81000180,0,`キャプテン　オレたち７%1F人しか\nいないんですよ。\f%2F練習する%2F意味なんて　あるんスか？,"Capitán, solo somos 7 jugadores.\fNi siquiera tiene sentido que\nentrenemos.",oficial
81000180,1,`お%1F腹がすいてきたッスよ…。\nこりゃ　%4F冬海先生につきあってる\n%2F場合じゃないッスね。,Tengo tanta hambre que me comería\nun elefante. No es momento de\nhacerle compañía a Wintersea.,oficial
81000180,2,@%2F帝国と%2F試合だなんて…。\nそんなの　%1F怖いッスよ！,¡Me da mucho miedo jugar un\npartido contra la Royal Academy!,oficial
81000180,3,@%2F毎日サッカーしたいなんて\nだれもいってないでやんすよ。,Aquí nadie ha dicho que queramos\njugar al fútbol todos los días.,oficial
81000180,4,H%2F冬海のくせに　%1F人を%1F呼びつけるなんて\nなまいきでやんすね。,¿Qué se ha creído el profesor\nWintersea? ¿Para qué nos llama?,oficial
81000180,5,8これはめんどうなことに\nなってきたでやんすよ〜。,Esto empieza a darme mucha pereza.,oficial
81000180,6,0どうせ　%2F廃部になる%2F運命でやんすよ。,Este club está destinado\na desaparecer de todas maneras.,oficial
81000180,7,D%2F試合も%2F練習も\nこの%2F人数じゃ　やるだけムダですって。,"Con tan poca gente, entrenar o\njugar partidos es una pérdida\nde tiempo.",oficial
81000180,8,Hなんだよ　%2F冬海のやつ。\n%1F急に%2F集合なんて　かけやがって。,¿Qué le pasa a Wintersea? No es\nnormal que nos quiera reunir así\nde repente.,oficial
81000180,9,@ついに%2F廃部か。\nいつかこうなるとは%1F思ってたけど…。,"Al final, van a cerrar el club...\nYa sabía que este día llegaría.",oficial
81000180,10,`キャプテン！\n１１%1F人%1F集まったとしても\n%2F帝国%2F相手じゃ　%2F試合になんないですよ。,"¡Capitán! Aunque tengamos\n11 jugadores, no somos rival para\nun equipo como la Royal Academy.",oficial
81000180,11,|ここは　%3F居心地がいいんだ。\n%2F廃部になってしまっても　この%2F部室の\n%2F出入りだけは　%1F許してほしいもんだぜ。,"Aquí se está la mar de bien. Aunque\ncierren el club, espero que nos\npermitan seguir usando la caseta.",oficial
81000180,12,`%2F冬海に%1F会うのもずいぶん\n%1F久しぶりな%1F気がするな。\nまったく%3F無責任なやつだ。,Me da la sensación de que hace\nsiglos que no vemos a Wintersea.\n,oficial
81000180,13,<%2F部員を%1F集めるって\nそんな%2F生徒　まだいるのか？,¿Reclutar miembros?... Pero\n¿todavía hay gente que hace eso?,oficial
81000180,14,%2F部員は%1F集まりそうか？,¿Crees que podrás reclutar\na nuevos miembros?,oficial
81000180,15,4ふわあ…。\n%2F部室ってねむくなっちゃうな。,Buwaah...\nEstar en el club me da sueño...,oficial
81000180,16,Xふわあ…。\nこんな%1F時に%4F冬海先生の%1F話なんて\nぜったい　いねむりしちゃうな。,Buwaah...\nSeguro que la charla de Wintersea\nme da aún más sueño...,oficial
81000180,17,L%2F帝国と%2F試合だなんて%1F言われて\nいっきに　ねむけが%1F覚めたよ！,"¡Cuando nos han dicho lo del\npartido contra la Royal,\nme he despertado de golpe!",oficial
81000180,18,",おちおち　%2F昼寝もしてられないよ。",Ya no puedo echarme\nla siesta tranquilamente.,oficial
81000180,19,4プロのサッカー%2F選手って\nあこがれるよなぁ。,Los jugadores profesionales de\nfútbol son dignos de admiración.,oficial
81000180,20,H%1F足りない%2F部員はどうするんだよ？\n%3F大丈夫なのか？　%2F円堂。,"¿Qué vas a hacer con lo de la falta\nde jugadores? ¿Crees que se\nsolucionará, Mark?",oficial
81000180,21,@%2F部員になってくれそうな\n%2F生徒なんて　まだいるのか？,¿Queda alguien dispuesto a unirse\na nuestro club?,oficial
81000180,22,$%3F豪炎寺くんは%1F見つかった？,No entiendo por qué Axel no quiere\nunirse al club. Espero que podamos\nganar sin su ayuda.,oficial
81000190,0,tぼくは　いつか\n%2F特大ホームランをうつのが\nユメなんだ！\f…そのまえに　まずは\nレギュラーにならなきゃね。,¡Mi sueño en esta vida es\nlanzar un home run algún día!\fPero primero tengo que conseguir\nser titular del equipo...,oficial
81000190,1,\んもーっ　\nこんなに　ちらかして！\fこのサークル%1F棟には\nこの【%4F野球部室】のほかに,"¡Jolín con el club de béisbol!\n¡Está todo desperdigado!\fEl club de tenis, el de ciclismo\ny el de atletismo también tienen\nuna sala en este edificio.",oficial
81000190,2,пyテニス%2F部室】　と\n【サイクリング%2F部室】　　　\n【%4F陸上部室】が　あるんだけど\fどこも　こんなにキタないの\nかしらっ？,Espero que el resto de clubes\nestén un poco más ordenados...,oficial
81000200,0,Dちょっとちょっと\nでてってよ！\n%1F着がえられないじゃない。,"¡Oye, oye! ¡Sal de aquí, que\nnos tenemos que cambiar de ropa!",oficial
81000200,1,ネットをふんじゃ\nダメよ！,¡No pises la red!,oficial
81000200,2,\あら　テニス%1F部に%2F入部したいの？\nでもウチは　%2F部員がいっぱいなの。\nごめんね！,¿Quieres entrar en el club de\ntenis?,oficial
81000210,0,Xここは　サークル%1F棟だぞ。\nここには　オレたち\n【%2F陸上%1F部】の%2F部室のほかに,Este es el edificio de los clubes.\nLos del club de atletismo tenemos\nuna sala aquí.,oficial
81000210,1,T【サイクリング%2F部室】\n【%2F野球%2F部室】\n【テニス%2F部室】が　あるんだぜ。,"Compartimos el edificio con los\nclubes de ciclismo, béisbol y\ntenis.",oficial
81000210,2,狽�たし　%2F風丸センパイにあこがれて　\n%3F陸上部に%1F入ったんです！\f…でも　センパイはサッカー%1F部に\nとられちゃいましたけどね…\nぐすんっ。,Yo entré en el club de atletismo\nporque admiro a Nathan.\fPero los del club de fútbol nos\nlo habéis robado... Jo...,oficial
81000220,0,�カチャカチャカチャッ\n%3F自転車の%2F修理をしてるんだ。\fなおせば　まだまだ%1F乗れるのに\n%1F新しく%1F買っちゃう%1F人も　いるんだから\nもったいないよねぇ。,"iClanc, clanc, clonc.j\nEstoy reparando la bicicleta.\fHay mucha gente que, aunque podría\narreglarla y seguir usándola,\nprefiere comprarse una nueva.",oficial
81000220,1,h%1F次は　どこへ%1F行こうかなぁ。\n%3F自転車で　%1F風をきって%1F走るのって\nキモチいいんだよね。,¿Adónde podría ir la próxima vez?\nSentir el viento en la cara mientras\nvas en bici es muy agradable.,oficial
81000220,2,…………でかっ！！,¡Es enorme!...,oficial
81000250,0,Xクソーッ！　またハズレだ！\nこのクジって　ホントに\n%1F当たり%1F入ってるのかなぁ。,¡Maldita sea! ¡He vuelto a perder!\n¿Seguro que dentro de la bola\nhay algún premio?,oficial
81000250,1,$えへへっ\nどれにしようかなー。,"Je, je... No sé qué elegir...",oficial
81000250,2,(はううー　\nぽんぽん　いたい…。,"¡Ay, ay! ¡Me duele!",oficial
81000250,3,$えへへっ\nどれにしようかなー。,"Je, je... No sé qué elegir...",oficial
81000250,4,dなつかしいですなぁ。\nわたしも　%1F子どものころは\nビー%1F玉やメンコで　%1F遊んだものです。,"Ay, qué recuerdos...\nDe pequeño, yo también jugaba\na las canicas y a las cartas.",oficial
81000250,5,0かわいそうに\n…%1F急にどうしたんだろう。,Pobrecilla. ¿Qué le habrá pasado?,oficial
81000250,6,dなつかしいですなぁ。\nわたしも　%1F子どものころは\nビー%1F玉やメンコで　%1F遊んだものです。,"Ay, qué recuerdos...\nDe pequeño, yo también jugaba\na las canicas y a las cartas.",oficial
81000250,7,%1F他に　%1F用はあるかい？,¿Algo más?,oficial
81000250,8,$ほっほっほ。\nいらっしゃい。,"Jo, jo, jo.\nBienvenido.",oficial
81000250,9,また　おいでね。,Hasta otra.,oficial
81000270,0,8どすこーいっ　どすこーいっ！\n…で　ごわすっ！！,¡Viva el sumo! ¡Viva el sumo!,oficial
81000270,1,X%4F相撲部屋から　\nスカウトされたでごわす！\nゼッタイ　%2F横綱になるでごわすよっ！,Me han reclutado del club de sumo.\n¡Seré el mejor luchador orondo\ndel mundo!,oficial
81000270,2,lオッス！\nここは%3F武道館ッス！\f１%1F階は【%3F相撲部】の%2F部室で\n２%1F階は【%3F柔道部】の%3F練習場,"¡Este es el pabellón\nde artes marciales!\fLa planta baja pertenece al club\nde sumo, y el club de judo entrena\nen el primer piso.",oficial
81000270,3,Dそして　３%1F階は　\n【%3F剣道部】の%2F部室ッス！\nオスッ！,El club de kendo tiene su sala\nen el segundo piso.,oficial
81000280,0,hぼくの%1F夢は　%1F大きな%2F大会で\n%1F金メダルを　とることなんだ！\nゼッタイ　かなえてみせるぞ！,¡Mi sueño es ganar una medalla de\noro en un campeonato importante!\n¡Ya veréis como lo consigo!,oficial
81000280,1,X%2F柔能く%1F剛を%1F制し\n%2F剛能く%1F柔を%1F断つ！\nこれ　%2F柔道のしんずいナリ！,"¡Lo flexible vence a lo rígido,\nlo rígido corta lo flexible!\n¡Este es el principio del judo!",oficial
81000280,2,pあっ　%2F円堂くん！　\nわたしの　%3F関節技の\n%4F練習相手になってくれない？\f%3F大丈夫　%1F痛くないから！,"¡Hola, Mark!\n¿Me ayudas a ejercitar\nlas articulaciones?\fTranquilo, no te dolerá.",oficial
81000290,0,H%2F剣道は %2F精神%2F修行にピッタリさ。\nキミも　やってみないかい？,El kendo es perfecto para cultivar\nel cuerpo y el alma.\n¿No te apetece probar?,oficial
81000290,1,めーんっ！\nスキありっ！,¡Oh! ¡Por ahí puedo atacar!,oficial
81000290,2,0%2F剣道の%2F防具って\nカッコいいよねえ。,La armadura de kendo es\nsuperguapa...,oficial
81000310,0,T%3F新聞部へようこそ。\n%1F次の%2F試合も　バッチリ\n%2F取材させてもらうからね！,Bienvenido al club de periodismo.\n¡También cubriremos vuestro\npróximo partido de principio a fin!,oficial
81000310,1,Xインチキ%2F記事を　のせるなんて　\n%4F新聞記者の　カザカミにも\nおけないわねっ！,¡Publicar artículos falsos es\nuna deshonra para el resto de\nperiodistas!,oficial
81000310,2,Pいったい　%1F町で\n%1F何がおこっているのかしら…\n%2F取材しなくちゃっ！,Parece que está ocurriendo algo\nextraño en la ciudad... ¡Tenemos\nque cubrir la noticia!,oficial
81000310,3,H%2F円堂くん\nいい%2F記事に　なるような%2F試合\nキタイしてるわよ！,"¡Espero que juegues de forma que\npodamos escribir un buen artículo,\nMark!",oficial
81000310,4,xウチの%2F部長　ねらったネタは\nゼッタイ　のがさないんだ！\f%2F別名「%2F雷門のスッポン」って\nよばれてるんだぜ。,¡El encargado de nuestro club\nnunca deja escapar la noticia\nque persigue!\fSu apodo es\nhel tiburón del Raimonh.,oficial
81000310,5,L%2F音無さんって　\nあんまり%1F昔のこと\n%1F話したがらないんだよね。,A Celia no le gusta hablar sobre\nsu pasado.,oficial
81000310,6,\%2F音無さんって\n%2F最近　さらに%1F明るくなったよね。\n%1F何かイイことあったのかな？,Celia está mucho más alegre\núltimamente. Seguro que le ha\npasado algo bueno.,oficial
81000310,7,L%2F音無さんって　\nあんまり%1F昔のこと\n%1F話したがらないんだよね。,A Celia no le gusta hablar sobre\nsu pasado.,oficial
81000310,8,р､ーん　%1F次の%2F新聞のテーマは…\f「%3F稲妻町のラーメン%1F屋！\nあなたは%1F塩？　それともしょうゆ%1F派？」\nよしっ　これだ！,El próximo número del periódico\nhablará de...\f¡Los restaurantes de fideos chinos\nde Inazuma! ¿Mejor salados o con\nsalsa de soja?,oficial
81000310,9,�うーん　%1F次の%2F新聞のテーマは…\f「%3F商店街の%3F雷寿司！\nあなたは%2F白身？　それとも%3F赤身派？」\nよしっ　これだ！,El próximo número del periódico\nhablará de...\f¡El restaurante de sushi del\nbarrio de tiendas! ¿Qué gusta más?\n¿El pescado blanco o el azul?,oficial
81000310,10,@うーん　%1F次の%2F新聞のテーマは\nなににしようかなぁ…。,Hum... ¿De qué podríamos hablar\nen el próximo número?,oficial
81000310,11,tうーん　%1F次の%2F新聞のテーマは…\f「%3F商店街のいやしの%1F場！\nあなたは%3F居酒屋？\nそれともメイド%1F派？」,El próximo número del periódico\nhablará de...\f¡Lugares acogedores de la calle\ncomercial! ¿Prefieres los bares\no las cafeterías con doncellas?,oficial
81000310,12,8うーん　これは\n%2F先生に　%1F怒られるかなぁ…。,Puede que el profesor se enfade.,oficial
81000310,13,�うーん　%1F次の%2F新聞のテーマは…\f「サッカー%1F部のイイ%1F男！\nあなたは%3F豪炎寺？\nそれとも%2F鬼道？　まさかの%2F栗松！？」,El próximo número del periódico\nhablará de...\f¡Los más guapos del equipo de\nfútbol! ¿Cuál es el preferido?\n¿Axel? ¿Jude? O quizás... ¿Tod?,oficial
81000310,14,0よーし　これは\n%2F女子に　ウケるぞっ！,"Bien, seguro que esto les encanta\na las chicas.",oficial
81000310,15,@うーん　%1F次の%2F新聞のテーマは\nなににしようかなぁ…。,Hum... ¿De qué podríamos hablar\nen el próximo número?,oficial
81000310,16,h%2F夏未さん　サッカー%1F部の\nマネージャーになったのね。\nさっそく　%2F記事にさせてもらったわ！,Nelly se ha convertido en gerente\ndel club de fútbol. He publicado\nun artículo sobre ello.,oficial
81000310,17,\えへへっ　いいでしょ。\nあたらしい　カメラなの。\nお%2F年玉をためて　%1F買ったのよ！,"Je, je. Te gusta, ¿eh? La cámara\nes nueva. He estado ahorrando los\naguinaldos para comprarla.",oficial
81000310,18,\%2F風丸くんって　%1F足も%1F速いし\n%2F熱心だし…\n%3F新聞部に%1F来てくれないかしら。,Nathan es rápido y apasionado.\nOjalá se viniera al club\nde periodismo...,oficial
81000310,19,\ウチの%2F部長　あれでも\nアタマが%1F痛いんですって…\nちゃんと%1F寝てればいいのに。,"Aunque no lo parezca, el encargado\ndice que le duele la cabeza.\nDebería irse a casa a descansar.",oficial
81000310,20,4ああっ　%1F何か　\n%2F面白いネタ　ないかしら！,Aaah... ¿Es que no hay\nninguna noticia interesante?...,oficial
81000320,0,Lぶるぶるっ　\nうーっ　サムいっ！！\nプールなんて%1F入りたくないよ…。,"Hum, mmm, hum...\nBrrr... ¡Qué frío!\n¡No me quiero meter en la piscina!",oficial
81000340,0,d%2F夕香くんは　１%2F年前の%4F交通事故から\nずっと　ねむったままなのだ。\nかわいそうになぁ。,Julia sufrió un accidente de\ntráfico hace un año y está en \ncoma. Pobrecilla...,oficial
81000340,1,ｸこの%1F子　%2F夕香ちゃんっていって\n%3F外科医の　%3F豪炎寺%2F先生の\nムスメさんなの。\fご%2F自分の%1F手で　ムスメさんを\n%2F看病していらっしゃるなんて\nりっぱなお%1F父さまよね。,"Esta niña se llama Julia. Es hija\ndel doctor Blaze, un cirujano.\fÍl mismo la está tratando.\nSe nota que es un buen padre.",oficial
81000341,0,Hこらっ　ご%2F家族%2F以外は\n%2F面会しゃぜつだ。\n%1F帰りたまえっ。,"¡Oye! ¡Solo los familiares\nestán autorizados a entrar!\nMárchate, por favor.",oficial
81000341,1,Hなんだね　きみたちは。\n%2F病院は　%1F遊び%1F場じゃないんだぞ。,"¿Qué hacéis aquí, chicos?\nEl hospital no es un sitio para\njugar.",oficial
81000341,2,@この%2F患者さん　%3F雷門中の\n%3F理事長さんなんですって。,Este paciente dice que es el\npresidente de la Junta escolar\ndel Raimon.,oficial
81000341,3,lなんだか　%1F町が%2F大変みたいだけど…\n%2F患者さんのためにも\nこんな%1F時こそ　%2F笑顔でいないとね！,"Algo grave está ocurriendo en la\nciudad. Pero por el bien de los\npacientes, tenemos que sonreír.",oficial
81000341,4,Pスマイル　スマイルっ\n%2F患者さんのためにも\nいつも　%2F笑顔でいないとね！,"¡Sonríe, sonríe! ¡Tenemos que\nsonreír para que los pacientes\nse sientan bien!",oficial
81000342,0,8こんにちは。　\n%2F今日は　どこが%1F悪いのかしら？,Buenos días.\n¿Qué te duele?,oficial
81000342,1,(みんな　\nいったいどうしたの…！？,¡¿Qué le está pasando a todo\nel mundo?!,oficial
81000342,2,8こんにちは。　\n%2F今日は　どこが%1F悪いのかしら？,Buenos días.\n¿Qué te duele?,oficial
81000342,3,Dここは%2F受付です。　\n%2F名前を%1F書いて　お%1F待ちください。,Hola. Esta es la recepción.\n¿En qué puedo ayudarte?,oficial
81000342,4,(ウ…　ココハ…\nウケツケデス……。,Ugh... Esto es...\nla recepción... Argh...,oficial
81000342,5,Dここは%2F受付です。　\n%2F名前を%1F書いて　お%1F待ちください。,Hola. Esta es la recepción.\n¿En qué puedo ayudarte?,oficial
81000342,6,Lふうー　いそがしい…。\nこれじゃあ　わたしが\nたおれちゃいそうだわっ！,"Uff... Cuánto trabajo...\n¡A este paso, yo también\ncaeré enferma!",oficial
81000342,7,Tまったく　ワシは%2F病人じゃぞ。\nいつまで%1F待たせれば\n%1F気がすむんじゃい！,Hay que ver... ¡Yo también soy\nuna paciente! ¡¿Hasta cuándo me\nvan a hacer esperar?!,oficial
81000342,8,ウ…　ウウ…。,Ugh... Ugh...,oficial
81000342,9,Tまったく　ワシは%2F病人じゃぞ。\nいつまで%1F待たせれば\n%1F気がすむんじゃい！,Hay que ver... ¡Yo también soy\nuna paciente! ¡¿Hasta cuándo me\nvan a hacer esperar?!,oficial
81000342,10,%2F白衣の%2F天使…　ぽっ。,ngeles vestidos de blanco... Jo.,oficial
81000342,11,Hおいっ　\nオレが%1F先に　ならんでたんだぞ！\nわりこむなよなっ！,¡Oye! ¡Yo estaba antes!\n¡No te cueles!,oficial
81000342,12,%2F白衣の%2F天使…　ぽっ。,ngeles vestidos de blanco... Jo.,oficial
81000342,13,P%3F大丈夫だよ。　%2F注射を\n%1F打ってもらえば\nすぐに　よくなるからね。,"Calma. En cuanto te pongan\nla inyección, te recuperarás\nenseguida.",oficial
81000342,14,ウル…サイ…　ダマレッ！,¡Cá...llate... pesa...da!,oficial
81000342,15,P%3F大丈夫だよ。　%2F注射を\n%1F打ってもらえば\nすぐに　よくなるからね。,"Calma. En cuanto te pongan\nla inyección, te recuperarás\nenseguida.",oficial
81000342,16,(えーんっ　ちゅうしゃ\nやだーっ！！,¡No! ¡No me gustan las inyecciones!,oficial
81000342,17,えーんっ　えーんっ！,¡No! ¡No!,oficial
81000342,18,(えーんっ　ちゅうしゃ\nやだーっ！！,¡No! ¡No me gustan las inyecciones!,oficial
81000342,19,<おじいちゃん。　だから\nただの　%2F水虫ですってば！,"Señor, ¡le he dicho\nque es pie de atleta! ¡Nada más!",oficial
81000342,20,$おじいちゃん　しっかりして！,¡Que no es para tanto!,oficial
81000342,21,<おじいちゃん。　だから\nただの　%2F水虫ですってば！,"Señor, ¡le he dicho\nque es pie de atleta! ¡Nada más!",oficial
81000342,22,T%2F先生！　\nはっきり%1F言ってくだされ。\nワシは　もう%1F長くないのじゃろ？,"¡Doctor, sea sincero!\nNo me queda mucho, ¿verdad?",oficial
81000342,23,ウ…　ウアア…。,Ugh... Argh...,oficial
81000342,24,T%2F先生！　\nはっきり%1F言ってくだされ。\nワシは　もう%1F長くないのじゃろ？,"¡Doctor, sea sincero!\nNo me queda mucho, ¿verdad?",oficial
81000342,25,カミノ…　サバキヲッ！,¡El juicio... divino!...,oficial
81000342,26,<おじいちゃん。　だから\nただの　%2F水虫ですってば！,"Señor, ¡le he dicho\nque es pie de atleta! ¡Nada más!",oficial
81000470,0,Lど　どうぞ　%1F見てってください。\n…たいしたモノはありませんが…。,Pasa y mira todo lo que quieras...,oficial
81000470,1,�でっかい　スポーツショップが　\n%1F近くに　オープンしたんだ。\fおかげで　ここは\nカンコ%1F鳥が　ないてるよ。\nとほほ…。,"Han abierto una tienda de deportes\nmuy grande cerca.\fPor culpa de eso, la campanilla de\nla puerta ha dejado de sonar. Snif.",oficial
81000470,2,カワナイキャク…　キエロ！,No necesito... clientes...\nque no compran...,oficial
81000470,3,�でっかい　スポーツショップが　\n%1F近くに　オープンしたんだ。\fおかげで　ここは\nカンコ%1F鳥が　ないてるよ。\nとほほ…。,"Han abierto una tienda de deportes\nmuy grande cerca.\fPor culpa de eso, la campanilla de\nla puerta ha dejado de sonar. Snif.",oficial
81000470,4,0うーん　\n%1F品ぞろえが　ワルいわねぇ。,Mmm... \nHay muy poca variedad.,oficial
81000470,5,`さいきん　%1F太ってきたから　\nスポーツをしようと%1F思ってね。\nうーん　なにがいいかなぁ。,Estoy pensando en empezar a hacer\ndeporte porque he engordado.\n¿Qué deporte me vendría bien?,oficial
81000470,6,Dぼく　サッカーはじめるんだ！\nママが　ボールかってくれるって！,¡Voy a empezar a jugar al fútbol!\n¡Mi madre me ha prometido que\nme comprará una pelota!,oficial
81000470,7,tぼくのパパ　サッカーが\nとっても　うまいんだよ！\fパパが　お%1F休みの%1F日には\nいっしょに　サッカーするんだ。,¡Mi padre es muy bueno jugando\nal fútbol!\fLos días de fiesta siempre\njuega conmigo.,oficial
81000470,8,0えっ　ボールって\nこんなに%1F高いの！？,¿Eh? ¡Sí que son caros los balones!,oficial
81000470,9,Dこの%1F子　サッカーがうまいのよ。\n%2F主人に%1F似たのかしら。,A mi hijo no se le da nada mal\nel fútbol. Supongo que se parece\na su padre.,oficial
81000500,0,Dここの　ラーメン%1F屋のオヤジ\nガンコなので　%2F有名なんだ。,¡El señor del restaurante de fideos\nchinos es famoso por su tozudez!,oficial
81000500,1,Tううっ…　なんだ　\nこのキンチョーかんっ！！\n%1F食った%1F気に　ならないよ…。,¿Eh? ¿Por qué estoy nervioso?...\n¡Me siento tan ligero como\nsi no hubiese comido nada!,oficial
81000500,2,Tシンプルな%1F中にも\n%1F深みのあるスープ…\nこの%2F店主　タダものじゃないな！,"Es una simple sopa, pero tiene\nmucho sabor. ¡El cocinero sabe\nlo que hace!",oficial
81000530,0,Lおったまげただー。\nこげな　カッコしたムスメさん\nはじめてみただーよ。,Me he quedado de piedra.\nEs la primera vez que veo a\nchicas con esas pintas.,oficial
81000530,1,4あれー　メイドさんたち\nどこいっただかーね？,¿Eh? ¿Adónde han ido\nlas doncellas?,oficial
81000530,2,@ほへー。\fメイドさんを%1F見てると\nとっても　%1F幸せだーよ,¿Eh?\fVer a las doncellas me hace\nmuy feliz.,oficial
81000530,3,@オ　オレ\nこんな　かんげいをうけたの\nはじめてだキーっ。,Es la primera vez que\nalguien me recibe con tanto\nentusiasmo...,oficial
81000530,4,@うおーんっ！\nメイドさんたちが\nいなくなっちゃったキーっ。,¡Oh!\n¡Las doncellas han desaparecido!,oficial
81000530,5,dメイドさんに　もう%2F夢中ッキー！\n%3F野生中の%1F近くにも　メイド%2F喫茶\nできてほしいッキー！,¡Adoro a las doncellas! ¡Quiero que\npongan una cafetería de doncellas\ncerca del Instituto Wild también!,oficial
81000530,6,Hでへへ　メイドさんに\nケチャップでハート\nかいてもらっちゃった。,"Je, je. Una de las doncellas\nme ha dibujado un corazón con\nketchup sobre la comida.",oficial
81000530,7,Lメイドさんが　つくってくれた\nオムライスの%1F味が\n%1F忘れられないよ。,Nunca olvidaré el sabor de\nla tortilla que me ha preparado\nla doncella.,oficial
81000530,8,Hでへへ　メイドさんに\nケチャップでハート\nかいてもらっちゃった。,"Je, je. Una de las doncellas\nme ha dibujado un corazón con\nketchup sobre la comida.",oficial
81000530,9,tみるくちゃーんっ！\nめろんちゃーんっ！\nいちごちゃーんっ！\fみんな　かくれてないで\n%1F出ておいでーーいっ。,¡Milk! ¡Melon! ¡Strawberry!\f¡No os escondáis! ¡Venid aquí!,oficial
