idx,japones,espanol_oficial
807,浦田　聡,Pace Storey
808,青出　伸吾,Paddy Streehan
809,工藤　駆,Carson Haynes
810,柿川　実,Earl Grayson
811,賀夢　健太郎,Pip Aminty
812,高原　竜也,Noel Vacancies
813,水仙　稔基,Jon Quill
814,新見　主税,Bill Looney
815,合方　調,Dan Nettles
816,守久　要,Clark Watcher
817,高城　貞人,Tim Eisback
818,大石　良雄,Sam Aritan
819,大凧　昇,Cal Emarry
820,子鹿　森也,Bambis Shakin
821,葵　健太,Zin Giber
822,寿　太郎,Wes Abbey
823,浦片　佳彦,Alec Dote
824,稲子　芳信,Dougie McFlea
825,南瓜　敬作,Jacky Lantern
826,橋口　慎之介,Matt Tudor
827,海堂　脩平,Gabriel Shekinah
828,高沢　一樹,Biron Pendexter
829,岩田　剛基,Rod Entwhistle
830,院野　翔太,Toby Patient
831,坂下　雅功,Glen Garry
832,玉月　瞬,Bill Yards
833,水上　渡,Kay Acker
834,五味　一樹,Django Keyes
835,二瓶　晶,John Demi
836,滝沢　敏也,Sage Wisdom
837,清原　光良,Nick Washing
838,針辻　大五郎,Steve Pinner
839,唐　拓郎,Vance Bookings
840,砂川　碧海,Bud Dahman
841,品川　隆博,Reagan Boneman
842,沼口　司,Erhard Blower
843,岡野　一輝,Jack Tradesman
844,孫吾　乱,Rufus Judge
845,山中　圭,Ace Fettick
846,布原　ヒロ,Lance Lotts
847,兵庫　陽明,Attley Hightable
848,鉄野　洋平,Jim Nastick
849,今川　義基,Theo Riser
850,鉄山　啓作,Weldon Wrought
851,真野　有起哉,Seymour Senary
852,鯉真　精児,Finn Carper
853,榎戸　敦,Herc Bigsby
854,青森　潤,Bramley Cox
855,川野　めだか,Mitch Hett
856,広瀬　芳正,Mo Zarella
857,定岡　堅,Scout Messenger
858,大道　聡一,Paul Chucker
859,野家　広貼,Andy Wallpole
860,大岡　善,Solomon Justice
861,振端　敦,Mark Tinney
862,岩淵　晃司,Archy Medez
863,大江戸　結,Jay Pan
864,荒川　浩正,Jonah Troutman
865,牛原　蒼甫,Carl Nivor
866,梵天　哲士,Phil Occifer
867,比嘉　大樹,Noah Gerkin
868,オフ　斎藤,Colin Eager
869,ドン　リンゴ,Don Ringo
870,安川　慎之介,Nick Crew
871,新村　海洋,Ivor Parrot
872,堀口　将志,Matthew Pencil
873,英嶋　新士,Ropert Chapp
874,漁火　三省,Hal LeButt
875,錬山　術,Al Chemmy
876,天川　光博,Rob Zervatory
877,桜井　広司,Joe Stick
878,岡山　太朗,Nick Turine
879,三村　貴嶺,Marc O'Lepsy
880,小西　努,Jim Makegood
881,永井　照生,Vin Spinner
882,永田　修,Grew Driver
883,亀井　慢太郎,Ed Dupee
884,羽縞　勇太,Hank Shortman
885,計良　電,Aaron Peacy
886,小泉　涼,Harvey Sweats
887,発田　三郎,Harry Overton
888,永島　寿明,Archie Tate
889,酒田　達士,Neville List
890,吉永　陽介,Lee Dorr
891,総細　建,Sam Which
892,小川　孝太郎,Dwight Self
893,縄代　亮,Shep Shank
894,三木　俊介,Dylan Swan
895,玉田　康文,Theo Bernoulli
896,吉岡　瞬,Sul Tarner
897,浜崎　克哉,Silas Scrooge
898,市松　竜也,Mario Nette
899,安斎　友也,Telly Fonbocks
900,石原　高史,Bones Size
901,大高　光洋,Frank Koshar
902,柱谷　守,Keifer Tiliser
903,高岡　憲史,Jak Hammerslam
904,永野　幸平,Rob Freeby
905,冷粋　翔,Chris Talise
906,墨道　達哉,Derek Longhand
907,根来　獅童,Manny Gerry
908,越智　貞夫,Des Count
909,盤屋　三郎,Rocky Rollans
910,堅山　真,Shaun Staid
911,河田　健,Heath Freke
912,松下　祐基,Olly Gammy
913,模寺　仁晶,Aidan Model
914,伯林　独,Mick Thatcher
915,青野　穂高,Owen Greenfield
916,花園　精児,Charlie Krelborn
917,船田　光洋,Rory Circles
918,細田　啓介,Barry Sterr
919,映内　正樹,John Baird
920,藤波　貴真,Tyson Moodey
921,花田　誠治,Al Istatin
922,古賀　獅童,Paddy Popper
923,埼玉　礼央,Dwayne Woo
924,粉川　悦,Pete Sadow
925,原沢　耕司,Troy Glodight
926,千葉　朗人,Chris Hypogee
927,東京　明志,Connor Bation
928,臼田　隆太,Rhys Masher
929,桂　菊生,Charlie Shearing
930,大場　充則,Al Mannack
931,沖縄　清志,Nathan Weyton
932,棒迫　満,Simon Stryker
933,小池　暦,Will Bayeux
934,針羅　憲史,Thomas Ediston
935,谷村　刀麻,Aubry Dient
936,小幡　竜也,Les Tarrant
937,極路　大作,Sim Cope
938,細径　塁,Cal O'Rees
939,宮地　弘也,Ringo Spinning
940,伊東　真一,Dec O'Rator
941,美球　丈雄,Pat Shinko
942,神奈川　航介,Ryan Ferry
943,正目　光一,Les Belisha
944,小平　暖,Tim Crochett
945,ヒロシ　ドット,Hiroshi Dot
946,小木　徹,Jack Nimble
947,長山　赤彦,Patch Upright
948,録田　寛治,Joe Nalist
949,声野　亮介,Esau Fagus
950,五十嵐　明,Braden Bakewell
951,警固　鉄洋,Virgil Lantis
952,吹石　光太郎,Norm Drilling
953,大丹羽　魁士,Kurt Tweedy
954,大阪　奈央彦,Solomon Osaka
955,梶原　朝夫,Pike Tucker
956,柔　光良,Gary Osoto
957,京都　倭一,Dec Orum
958,三重　泰輔,Alan Carte
959,吉野　大,Morgan Iser
960,横田　ケンイチ,Ken Broad
961,縦　演明,Scot Enguard
962,界戸　瞬,Dick Turbin
963,末久　朗,Benedict Eggers
964,真爪　雅彦,Beau Painton
965,筋原　俊二,Butch Pythons
966,神田　基祐,Sam Murray
967,円輪　豊,Eathan Ringer
968,森林　進,Jack Lumbar
969,若井　哲平,Todd Tempole
970,古文　次元,Jacob Grimley
971,舞鶴　浩正,John Coralli
972,橘　フミヤ,Drew Faxon
973,若杉　洋,Cole Easteroll
974,塩田　道之介,Cam Lensman
975,外山　大樹,Tighe Windsor
976,西谷　研二,Phil Dippedes
977,池州　宗彦,Lenny Lakeman
978,請川　渡志,Vaughn DeVille
979,早津　愛輝,Arthur Myrddin
980,角　努,Guy Forker
981,中館　ヒロ,Bob Stretcher
982,今井　扶樹,Spike Clutcher
983,塗谷　貞哉,Austin Tayssus
984,大和田　隆太,Tom Stevenson
985,幸原　一徳,Ricky Charmers
986,大崎　練,Max Hurt
987,騎藤　瞬士,Dexter Raleigh
988,島袋　誠治,Pete Pang
989,松本　はやと,Sam Fitspire
990,夕霧　　爽也,Carter Nightly
991,渡辺　映宏,Daley Switcher
992,赤羽　隼士,Dexter Ambie
993,乗松　響平,Gill Able
994,馬場　信輔,Drew Reiner
995,旅本　明宏,Kevin Boardman
996,加持　徹,Andy Craft
997,上条　時生,Julius Vernon
998,門上　捻治,Robin Sherwood
999,エイ　キング,Ei King
1000,西原　裕次郎,Travis McClean
1001,山道　大樹,Rusty Spoakes
1002,西部　鷹也,Clint Wester
1003,鼻本　丈雄,Pete Nokeyo
1004,藤村　刃,Will Racer
1005,大林　たかお,Ollie Seeker
1006,板橋　真,Graham Hush
1007,宇賀　士郎,Ronny Knowles
1008,沢村　瞬,Les Abel
1009,八田　秀隆,Reg Thrift
1010,氷山　有起哉,Jools Iceberg
1011,森田　英雄,Mark Brent
1012,大将　拳,Vern Ironfist
1013,藤崎　三省,Rob Burnsides
1014,帆市　輝明,Ace Bragg
1015,号田　具流,Claude Snap
1016,勝喜　快翔,Paul Rush
1017,空野　ルイ,Guile Crocket
1018,自亜　米佳,Carey Bean
1019,車谷　曲男,John Maggie
1020,阿後　大三,Chops Denton
1021,木田　悠翔,Bobby Yellow
1022,波　乗輔,Ace Breaker
1023,駒込　豆太,Percy Verence
1024,一之瀬　一哉,Erik Eagle
1025,土門　飛鳥,Bobby Shearer
1026,多摩野　五郎,Paul Peabody
1027,角馬　圭太,Chester Horse Jr
1028,角馬　圭太,Chester Horse Jr
1029,サガミネーター,Sagaminator
1030,鬼道　有人,Jude Sharp
1031,闇野　カゲト,Shadow Cimmerian
1032,安居　真司,Arnold Horrel
1033,碓井　次郎,Donovan Lardy
1034,雷門　総一郎,Sonny Raimon
1035,影山　零治,Ray Dark
1036,火来　伸蔵,George Firewill
1037,鬼瓦　源五郎,Gregory Smith
1038,円堂　大介,David Evans
1039,影山　東吾,Tom Dark
1040,鬼瓦　源五郎２,Gregory Smith 2
1041,音無　春奈２,Celia Hills 2
1042,豪炎寺　夕香,Julia Blaze
1043,円堂　広志,Harry Evans
1044,円堂　温子,Sharon Evans
1045,顔なし,Unknown
1046,土門シルエ,Shearer shadow
1047,冬海シルエ,Wintersea shadow
1048,壁山　サク,Zak Wallside
1049,古株,Sr. Veteran
1050,影山シルエ,Dark shadow
1051,安西　勝,Stephen Black
1052,地木流　灰人,Hekyll Jyde
1053,他山　幸助,Harry Savage
1054,富山　新一郎,Newton Thomas
1055,真二屋　才人,Manny Artic
1056,伊賀島　仙一,Sammy Igajima
1057,新野　亀吉,Turtle Newfield
1058,二階堂　修吾,Seth Nichols
1059,木崎　里,Clint Loggan
1060,不良１,Matón 1
1061,不良２,Matón 2
1062,不良３,Matón 3
1063,不良４,Matón 4
1064,黒服,Hombre de negro
1065,黒服,Hombre de negro
1066,黒服,Hombre de negro
1067,黒服,Hombre de negro
1068,黒服,Hombre de negro
1069,黒服,Hombre de negro
1070,黒服,Hombre de negro
1071,黒服,Hombre de negro
1072,黒服,Hombre de negro
1073,黒服,Hombre de negro
1074,黒服,Hombre de negro
1075,黒服,Hombre de negro
1167,雷門中教師２,Alumno R. 1
1168,雷門中教師３,Alumno R. 2
1169,雷門中教師４,Alumno R. 3
1170,雷門中教師５,Alumno R. 4
1171,雷門中教師６,Alumno R. 5
1172,雷門中教師７,Alumno R. 6
1173,雷門中教師８,Alumno R. 7
1174,雷門中教師９,Alumno R. 8
1175,雷門中教師女１,Alumno R. 9
1176,雷門中教師女２,Alumno R. 10
1177,雷門中教師女３,Alumno R. 11
1178,雷門中教師女４,Alumno R. 12
1179,雷門中教師女５,Alumno R. 13
1180,雷門中教師女６,Alumno R. 14
1181,雷門中教師女７,Alumno R. 15
1182,雷門中教師女８,Alumno R. 16
1183,雷門中教師女９,Alumno R. 17
1184,ねこ,Alumno R. 18
1185,にわとり,Alumno R. 19
1186,いぬ,Alumno R. 20
1187,うさぎ,Alumno R. 21
1188,ふつう男０１,Alumno R. 22
1189,ふつう男０２,Alumno R. 23
1190,ふつう男０３,Alumno R. 24
1191,ふつう男０４,Alumno R. 25
1192,ふつう男０５,Alumno R. 26
1193,ふつう男０６,Alumno R. 27
1194,ふつう男０７,Alumno R. 28
1195,ふつう男０８,Alumno R. 29
1196,ふつう男０９,Alumno R. 30
1197,ふつう男１０,Alumno R. 31
1198,ふつう男１１,Alumno R. 32
1199,ふつう男１２,Alumno R. 33
1200,ふつう女０１,Alumno R. 34
1201,ふつう女０２,Alumno R. 35
1202,ふつう女０３,Alumno R. 36
1203,ふつう女０４,Alumno R. 37
1204,ふつう女０５,Alumno R. 38
1205,ふつう女０６,Alumno R. 39
1206,ふつう女０７,Alumno R. 40
1207,ふつう女０８,Alumno R. 41
1208,ふつう女０９,Alumno R. 42
1209,ふつう女１０,Alumno R. 43
1210,ふつう女１１,Alumno R. 44
1211,ふつう女１２,Alumno R. 45
1212,じいさん１,Alumno R. 46
1213,じいさん２,Alumno R. 47
1214,じいさん３,Alumno R. 48
1215,じいさん４,Alumno R. 49
1216,じいさん５,Alumno R. 50
1217,じいさん６,Alumno R. 51
1218,ばあさん１,Alumno R. 52
1219,ばあさん２,Alumno R. 53
1220,ばあさん３,Alumno R. 54
1221,ばあさん４,Alumno R. 55
1222,ばあさん５,Alumno R. 56
1223,ばあさん６,Alumno R. 57
1224,男の子１,Alumno R. 58
1225,男の子２,Alumno R. 59
1226,男の子３,Alumno R. 60
1227,男の子４,Alumna R. 1
1228,男の子５,Alumna R. 2
1229,男の子６,Alumna R. 3
1230,女の子１,Alumna R. 4
1231,女の子２,Alumna R. 5
1232,女の子３,Alumna R. 6
1233,女の子４,Alumna R. 7
1234,女の子５,Alumna R. 8
1235,女の子６,Alumna R. 9
1236,店員１,Alumna R. 10
1237,店員２,Alumna R. 11
1238,店員３,Alumna R. 12
1239,店員４,Alumna R. 13
1240,メイド１,Alumna R. 14
1241,メイド２,Alumna R. 15
1242,メイド３,Alumna R. 16
1243,医師１,Alumna R. 17
1244,医師２,Alumna R. 18
1245,看護師１,Alumna R. 19
1246,看護師２,Alumna R. 20
1247,看護師３,Alumna R. 21
1248,駅員１,Alumna R. 22
1249,駅員未使用,Alumna R. 23
1250,警察官１,Alumna R. 24
1251,警察官,Alumna R. 25
1252,イナビカリ係員,Alumna R. 26
1253,夏未部下,Alumna R. 27
1254,ゼウス係員１,Alumna R. 28
1255,ゼウス黒服,Alumna R. 29
1256,帝国一般１,Alumna R. 30
1257,帝国一般２,Profesor 1
1258,帝国一般３,Profesor 2
1259,野生一般１,Profesor 3
1260,野生一般２,Profesor 4
1261,野生一般３,Profesor 5
1262,山下,Profesor 6
1263,古田,Profesor 7
1264,マップ用キラキ,Profesor 8
1265,マップ用キラキ,Profesor 9
