event_id,japones,es_oficial
23000540,H%3F約束通り\nキミと%2F一緒にサッカーするよ。\nこれからよろしくな！,"Lo siento, pero el fútbol no es lo mío."
23000540,Hいいのか？　%2F残念だな…。\nちょっとプレイしてみたかったけどね。,¿Eh? ¿Todavía queréis que me una \na vuestro equipo?
23000540,Xけっこう　サッカーって%1F楽しいな！\n%2F面白いもの　%1F教えてくれてありがとう！,"Mmm... La verdad es que el fútbol mola.\n¡Gracias por enseñarme a jugar!\nMe uniré al equipo, tal como te prometí."
23000540,dうーん…　やっぱり%1F止めるよ。\nチームレベルが１５になったら\nもう%2F一度　%1F声をかけてね。,Muy bien. ¡Vamos a empezar!
23000540,h…ボクとサッカーしたい？\nそうだね…　プレイしたことないけど\n%1F楽しかったら　やってもいいよ。,"Pues la verdad es que no he jugado nunca,\npero puedo probar. Si me gusta, \n¡a lo mejor me apunto!"
23000540,それで　どうだい？,"Espera... Creo que mejor me espero a que\nvuestro equipo sea de nivel 15, por lo menos."
23000540,たの,"¿Hola? ¿Hola?\n¡Ah! Eres tú, Mark."
23000540,わる,"Bueno, ¡el resto es cosa tuya!"
23000541,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000541,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000541,",いいよ！\nおもいっきり%1F遊んじゃお！",¡Genial! ¡Voy a emplearme a fondo!
23000541,",なあに？　ボクと%1F遊びたいのかな？",¿Eh? ¿Queréis que juegue\nal fútbol con vosotros?
23000541,Hそっか…　さびしいよ。\n%1F気が%1F向いたら　ボクと%1F遊ぼうね。,"¡Aaah! Me siento marginado.\nAvísame si cambias de opinión, ¿vale?"
23000541,Pやったー！　ボクの%1F勝っちだー！！\n%1F気が%1F向いたら　また%1F遊ぼうね。,"¡Sí! ¡Victoria!\nSi quieres jugar contra mí\nalguna otra vez, dame una voz."
23000541,dあーあ　%1F負けちゃったよ。\nでも%1F楽しかったな。\nこれからも　もっと%2F一緒に%1F遊ぼうね。,"¡Aaaah! ¡He perdido!\nBueno, ha sido divertido.\nA ver si jugamos alguna otra vez."
23000541,またボクと%1F遊びたいの？,¿Vienes a por mí otra vez?
23000542,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000542,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000542,@えんりょは　いらない。\nさあ　%1F早くスカウトするがいい！,"¡Déjate de tanta tontería! Si no te centras,\nse te escaparán los mejores jugadores."
23000542,@だが…　ただではさせない！\nこのオレを%1F倒してみろっ！！,Pero no te lo pondré fácil...\n¡Primero tendréis que vencerme!
23000542,Lオレは%2F期待を%2F裏切らない%1F男だ。\n%2F期待していてくれていいぜ。,¡Tienes que darlo todo!\n¡Demuéstrame de qué eres capaz!
23000542,`おまえ…　オレの%1F力が%2F必要だろ？\nえんりょは　いらない。\nさあ　スカウトするがいい！,"¡No te cortes, hombre!\nQuieres que me apunte a tu club de fútbol,\n¿verdad?"
23000542,`おまえには…　オレの%1F力が%2F必要だ！\nえんりょは　いらない。\nさあ　スカウトするがいい！,No traicionaré vuestra confianza.\n¡Os lo prometo!
23000543,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000543,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000543,<やっぱり%1F女の%1F子と%1F遊ぶのは\n%1F楽しいねー！！,"¡Quiero unirme a vuestro club!\nPero tienes que dejar que juegue\ncon las chicas, ¿eh?"
23000543,@おお　%1F女の%1F子だー！！\nかわいい…　かわいいよォォ！！,¡Oooh! ¡Chicas! ¡Qué guapas sois!\n¡Eh! ¿No queréis que juguemos un partido?\n¡Venga! ¡Uno cortito!
23000543,Lねえねえ…　ちょっとボクと%1F遊ばない？\n少しくらいなら　いいでしょ？,Entonces no me interesa...
23000543,Pねえ…\nパーティーに%1F女の%1F子がいないよ。\nちゃんと%2F確認してよね！,¿Eh?\n¿Aún no tienes ninguna chica en el equipo?\n¡Pues consigue alguna YA!
23000543,T%3F約束通り　ボクをスカウトしていいよ。\nもっと%1F女の%1F子と%1F遊ばせてよね。,Déjame jugar un poco más con las chicas...\n¡Por favoooor!
23000543,tボクをスカウトしたいのかい？\nだったら　%1F女の%1F子を%1F連れて%1F来てよ。\nそうしたら　%1F考えてあげるよ？,"Quieres reclutarme, ¿eh? Mmm...\nTráete a alguna chica para jugar\ny me lo pensaré... ¿Qué me dices?"
23000543,じゃあ　いいよ。,¡Jugar con chicas es superdivertido!
23000544,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000544,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000544,",…サッカー%1F部に%1F入って%1F欲しい？","¡Aah! ¡He perdido!\nBueno, ¿qué es lo que quieres que haga\nexactamente?"
23000544,",どっしたのー？\nボクに%1F何か%1F用？",¿Qué ocurre? ¿Me necesitas para algo?
23000544,<なかなか%1F楽しかったよー。\nそれじゃあ　またねー！,¡Ha sido divertidísimo!\nMuy bien. ¡Nos vemos!
23000544,H%1F分かった！　ボク%1F入るよ！\nこれからよろしくお%1F願いするね！,¿Jugar en vuestro club?\n¡Guay! ¡Estaría muy bien!
23000544,H%1F用を%1F聞いて%1F欲しいなら\nこの%2F勝負に%1F勝ってからねっ！！,"Vale, vale... ¡Ya me lo contarás después,\ncuando me hayas vencido!"
23000545,$じゃあ　%1F後は%1F任せたぞ。,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!
23000545,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000545,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000545,",じゃあ　%1F後のことは%1F任せましたよ！","¿Hola? ¿Hola?\n¡Ah! Eres tú, Mark."
23000545,8はいはい　もしもし！\nあっ　%2F円堂くんですね！,¡Esfuérzate al máximo!\n¡Forma un equipo superfuerte!
23000545,<%2F場所がわからなくなったら\nケータイに%2F連絡をくれ。,"¿Qué?\n¿Eres tú, Mark?"
23000545,@その%2F言葉　%1F待っていたぜ。\nさあサッカーやろうぜ！！,¡Lo sabía! ¡Bieeen!\n¡Vamos a jugar al fútbol!
23000545,@なんだ　%1F違うのか。\nそれじゃあ　%1F何の%1F用なんだ？,"¿Eh? Pero entonces, ¿QUÉ queréis?"
23000545,D%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Bueno, ¡el resto es cosa tuya!"
23000545,H%s　は\n%4F大海原中の　%2F大岩の%1F近くにいる\nと%1F言ってたぞ。,"He oído que %s está\ncerca de la gran roca, en el Mary Times."
23000545,Hオレに%1F会いに%1F来たってことは…\nサッカー%1F部への%2F勧誘だろ？,¿Habéis venido a pedirme que me apunte\nal club de fútbol?
23000546,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000546,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000546,",よしっ　いい%2F返事だ！\nいくぞっ！",Mmm. Creo que te he sobrestimado un poco.
23000546,0…ボクの　\n%1F買いかぶりすぎだったか？,"¡Ja! Has vuelto. Bueno, el trato sigue\nsiendo el mismo: ¡Ganadme y me uniré\na vosotros!"
23000546,8まずはボクに%1F勝ってからだ！\nさあ　どうする！？,¡Bien dicho!\n¡Venga! ¡Vamos a jugar!
23000546,8キミの%1F気もちには%1F応えたいが…\nそうだな…。,Pues me encantaría ayudarte...\n¡Aunque tienes que ganarme primero! ¿Listo?
23000546,<フフッ　しかたないさ　\nボクが%1F強すぎるのだから。,"Bueno, ¡el resto es cosa tuya!"
23000546,Tさすがはサッカー%1F部キャプテンだ。\nキミの%1F力を　もっと%1F知りたいな…。,"¡Ja, ja! No es culpa tuya.\n¡Lo que pasa es que soy un máquina!"
23000546,Tふふっ　また%1F来たな！\nボクに%1F勝ったら\nサッカー%1F部に%2F入部してやろう！,¡Hala! ¡Eres buenísimo! ¡Quiero ser como tú!\n¡Me encantaría unirme a tu equipo!
23000546,Xふふっ　キミのその%1F顔…\nボクをスカウトしたくて\nしょうがないって%1F感じだね。,"Conozco esa cara...\nVienes decidido a convencerme de que\nentre en vuestro equipo, ¿verdad?"
23000547,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000547,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000547,",%2FＯＫ！\nそれじゃあ　%1F始めよう！",¡Aaaah!\n¡A mí sí que me apetecía jugar un partido!
23000547,0またキミかい？\nボクに%1F何か%1F用なのか？,"Pues tampoco tengo mucha experiencia,\npero puedo probar otra vez y, si me acaba\ngustando, supongo que podría apuntarme."
23000547,4うんっ？　なんだい？\nボクに%1F何か%1F用なの？,"¿Eh? ¿Qué queréis, que me una a vosotros?"
23000547,H%3F約束通り\nキミと%2F一緒にサッカーするよ。\nこれからよろしくな！,"Lo siento, pero el fútbol no es lo mío."
23000547,Hいいのか？　%2F残念だな…。\nちょっとプレイしてみたかったけどね。,¿Eh? ¿Todavía queréis que me una \na vuestro equipo?
23000547,Xけっこう　サッカーって%1F楽しいな！\n%2F面白いもの　%1F教えてくれてありがとう！,"Mmm... La verdad es que el fútbol mola.\n¡Gracias por enseñarme a jugar!\nMe uniré al equipo, tal como te prometí."
23000547,h…ボクとサッカーしたい？\nそうだね…　プレイしたことないけど\n%1F楽しかったら　やってもいいよ。,"Pues la verdad es que no he jugado nunca,\npero puedo probar. Si me gusta, \n¡a lo mejor me apunto!"
23000547,それで　どうだい？,Muy bien. ¡Vamos a empezar!
23000548,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000548,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000548,0フッ…\nやはりオレの%1F助けがほしいのか？,"¡Ja, ja, ja! Sois la pera...\nVoy a esforzarme al máximo por el equipo.\nOs lo prometo."
23000548,8どうしてもって%1F言うのなら\nオレを%1F倒してみな！,"¡Bien! ¡Victoria!\nLo siento, chicos, pero creo que será mejor\nque os vayáis buscando a otra persona..."
23000548,Hフッ…　オレの%1F勝ちだな。\n%1F悪いが　オレのことはあきらめな。,"Bueno, ¡el resto es cosa tuya!"
23000548,Pハハッ　%1F強がりだね。　まあそのうち\nオレの%1F助けが%2F必要になるさ。,"¡Eh! Tenéis agallas, pero no\ntardaréis en volver con el rabo entre\nlas piernas."
23000548,`フッ…　オレの%1F助けがほしいのか？\nどうしてもって%1F言うのなら\nオレを%1F倒してみな！,"¿Qué? ¿Que queréis que os ayude?\nSi tanto lo necesitáis, intentad ganarme\nprimero. ¿Estáis listos?"
23000548,それじゃあ　いくぜ！,¡Vamos! ¡En marcha!
23000549,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000549,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000549,@そのかわり　ちゃんとオレを\n%2F試合で%1F使ってくれよな。,"¿Hola? ¿Hola?\n¡Ah! Eres tú, Mark."
23000549,Hなんだい　ボーイ？\nもしかして…\nボクとサッカーをしたいのかい？,¿Eh? ¿Querías algo?
23000549,Hヘーイ　ボーイ！　オレの%1F勝ちだぜ！\nそれじゃあな　バイビー！,"¿Qué?\n¿Eres tú, Mark?"
23000549,Lオーキードーキーだぜ　ボーイ！\n%3F約束通り　サッカー%1F部にはいるぜ！,"Bueno, ¡el resto es cosa tuya!"
23000549,X%2FＯＫだぜ　ボーイ！\nオレとの%2F勝負に%1F勝ったら\nいくらでも　してあげるよ！,¿Queréis que juegue al fútbol con vosotros?\n¡Por supuesto! ¿Por qué no?\nNo tengo nada mejor que hacer.
23000549,それじゃあ　バイビー！,"¡Ah! Vale. Entonces, ya nos veremos."
23000550,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000550,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000550,",おっ　\nリベンジをしに%1F来たのだな！",¡Has perdido tu oportunidad!\n¡Qué... pena!
23000550,4せっかくのチャンスなのに\n%2F残念だったな。,"Bueno, ¡el resto es cosa tuya!"
23000550,4せっかくのチャンスなのに…\n%2F後悔するぞ。,"¡Sois bastante buenos!\n¡Me uniré al equipo, tal y como prometí!"
23000550,8おまえに　オレをスカウトする\nチャンスをやるぜ！,"¡Id con cuidado, porque allá voy!"
23000550,8よく%1F見つけたな。\nそれじゃあ　%1F大サービスだ！,Habéis hecho bien en encontrarme... Podría\nayudaros mucho... ¡si me ganáis primero! No\ndesaprovechéis la oportunidad. ¡A jugar!
23000550,さあ　%2F勝負だ！,¡Pues habéis perdido vuestra oportunidad!\nOs arrepentiréis.
23000550,それじゃあ　いくぜえ〜！,Ah. ¿Debo presuponer que habéis\nvenido a retarme?
23000551,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000551,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000551,@えんりょは　いらない。\nさあ　%1F早くスカウトするがいい！,"¡Déjate de tanta tontería! Si no te centras,\nse te escaparán los mejores jugadores."
23000551,@だが…　ただではさせない！\nこのオレを%1F倒してみろっ！！,Pero no te lo pondré fácil...\n¡Primero tendréis que vencerme!
23000551,Lオレは%2F期待を%2F裏切らない%1F男だ。\n%2F期待していてくれていいぜ。,¡Tienes que darlo todo!\n¡Demuéstrame de qué eres capaz!
23000551,`おまえ…　オレの%1F力が%2F必要だろ？\nえんりょは　いらない。\nさあ　スカウトするがいい！,"¡No te cortes, hombre!\nQuieres que me apunte a tu club de fútbol,\n¿verdad?"
23000551,`おまえには…　オレの%1F力が%2F必要だ！\nえんりょは　いらない。\nさあ　スカウトするがいい！,No traicionaré vuestra confianza.\n¡Os lo prometo!
23000552,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000552,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000552,",あれ　%2F人違いか？\n%1F悪かったな。",¡Ah! Debo de haberte confundido\ncon otra persona. Perdona.
23000552,8あんたたちかい？\nオレを%2F仲間にしたいってのは？,"¡Ah! Eres tú. Quieres que me una\na vuestro club, ¿verdad?"
23000552,Hあんたたち　また%1F来たのかい？\nオレを%2F仲間にしたいんだっけ？,¡Ah! Eres tú otra vez. ¿Sigues queriendo\nque me una a vuestro club?
23000552,Hだったら　オレを%1F倒してみな。\nもし%1F勝てたら　なってやるさ。,"¿Por qué no intentas vencerme? ¡Venga!\n¡Si me ganas, me uniré al equipo!"
23000552,L…へえ　なかなかおもしろいじゃん。\nいいよ　オレも%2F一緒に%1F行くよ！,"¡Vayaaa! ¡Qué divertido!\n¡Contad conmigo, chicos!"
23000552,Xオレの%1F勝ちだな。\n%2F残念だけど　%2F仲間にはならないぜ。\nそれじゃあまたな。,"¡Ajá! ¡He ganado! Lo siento, pero\ndesgraciadamente no voy a poder unirme\na vosotros, chicos. ¡Ya nos veremos!"
23000553,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000553,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000553,Hふむ…　サッカー%1F部に%1F入ってくれる%1F人を\n%1F探していると…。,Así que estás buscando jugadores para\ntu equipo. Mmm...
23000553,Lそうですか…\n%2F相談したくなりましたら\nいつでもお%1F待ちしてますよ。,"Vale. Si cambias de idea, vente para acá.\nTe estaré esperando."
23000553,Tふむ…　なにやらお%1F困りのようですね。\nボクでよければ　%2F相談にのりますよ？,Me da la impresión de que estás preocupado\npor algo. ¿Quieres que lo hablemos?
23000553,\ボクの%1F勝ちですね…。\nまた%2F相談したくなりましたら\nいつでもお%1F待ちしてますよ。,Bueno... Pues ya ves. He ganado.\nVuelve cuando creas que vas\na poder vencerme.
23000553,h%1F分かりました。\nここで%1F会ったのも　%1F何かのエンですし\nボクに%1F勝てたら　%1F入りましょう！,Yo estaba precisamente buscando un club\nal que apuntarme. ¡Supongo que es el destino!
23000553,�ここで%1F会ったのも　%1F何かのエンですね。\nボクがサッカー%1F部に%1F入りましょう。\nこれからよろしくお%1F願いしますね。,Me encantaría unirme a vuestro club.\n¡Qué suerte habernos encontrado!
23000554,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000554,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000554,4だがその%1F前に…\n%2F実力をみせてもらうがな！,"¡Uy! Aún no tienes ni una sola chica\nen el equipo. Tienes que conseguir\nunas cuantas como sea, ¿eh?"
23000554,<おまえのスカウトを%1F受けるぜ。\nこれからよろしくな！,"¡Ja, ja, ja! ¡Soy el mejor!\n¡No tenéis ninguna oportunidad!"
23000554,Lへぇー　%1F女の%1F子もけっこう%1F強いんだな。\n%1F気に%1F入ったぜ！,"Bueno, contad conmigo si queréis.\nTengo muchas ganas de jugar con vosotros."
23000554,Pおい…\nパーティーに%1F女の%1F子がいないぜ。\nちゃんと%2F確認しろよな。,"¡Ajá! Así que ya tenéis unas cuantas chicas\nen el equipo, ¿eh? Muy bien.\nEntonces, ¡a ver de qué sois capaces!"
23000554,Tちゃんと%1F女の%1F子がいるようだな。\nそれじゃあ　%2F実力を%1F見せてもらうぜ！,Mmm... ¡Qué rollo!
23000554,lそうだな…　%1F女の%1F子がいるチームなら\n%1F入ってやってもいいぜ！\nその%1F方が　%2F面白そうだしな。,"En fin, de todas formas, antes de eso,\nvamos a ver cómo se te da el tema."
23000554,おんな,"Bueno, ¡el resto es cosa tuya!"
23000554,オレをスカウトしたいのか？,¿Quieres ficharme? Mete chicas en el equipo\ny veré lo que puedo hacer. Es que así la cosa\nresulta más interesante...
23000555,$おっ　オレに%1F何か%1F用かい？,¿Eh? ¿Querías algo?
23000555,$じゃあ　%1F後は%1F任せたぞ。,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!
23000555,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000555,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000555,",じゃあ　%1F後のことは%1F任せましたよ！","¿Hola? ¿Hola?\n¡Ah! Eres tú, Mark."
23000555,8はいはい　もしもし！\nあっ　%2F円堂くんですね！,¡Esfuérzate al máximo!\n¡Forma un equipo superfuerte!
23000555,<%2F場所がわからなくなったら\nケータイに%2F連絡をくれ。,"¿Qué?\n¿Eres tú, Mark?"
23000555,D%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Bueno, ¡el resto es cosa tuya!"
23000555,Dサッカーしないかってか？\nそうだな　%1F暇だしやってもいいぜ。,¿Queréis que juegue al fútbol con vosotros?\n¡Por supuesto! ¿Por qué no?\nNo tengo nada mejor que hacer.
23000555,L%s　は\n%2F福岡%3F市街地の　%2F銭湯の%1F前にいる\nと%1F言ってたぞ。,He oído que %s está\nen la casa de baños de Luckyhill.
23000555,そっかー　じゃあまたな。,"¡Ah! Vale. Entonces, ya nos veremos."
23000556,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000556,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000556,0おおっ！　キミ%1F強いなっ！！\nすごいよ！,"¡Sí! ¡He ganado! Lo siento, chicos. Me temo\nque tendré que rechazar vuestra invitación.\n¡Ha sido divertido jugar con vosotros!"
23000556,0よーしっ！\nじゃあ　%2F早速%1F始めるよ！,¡Ah! Vale.\nCon lo divertido que parecía...
23000556,8やめるの？\n%2F面白そうだったのに　%2F残念だな…。,"¿De verdad queréis jugar conmigo?\nMuy bien. Entonces, ganadme y me uniré\nal equipo. ¿De acuerdo?"
23000556,<…またキミ？　そんなに\nボクとサッカーがしたいんだ？,¡Hala! ¡Qué fuertes sois! ¡Impresionante!\nMe uniré al club tal como os prometí.
23000556,@えっー！？\nボクにサッカー%1F部へ%1F入って%1F欲しい！？,¿Qué? ¿Queréis que me una al club? Primero\nvamos a comprobar si podéis vencerme y\nluego ya veré yo lo que hago. ¿Os parece?
23000556,Dなかなか%1F楽しかったよ。\nそれじゃあ　またね！　バイバーイ。,"¿Hola? ¿Hola?\n¡Ah! Eres tú, Mark."
23000556,Tそうだな…\nボクと%2F勝負して　%1F勝ったら%1F入る！\nというのは　どうかな？,¡Muy bien! ¡Vamos!
23000556,Tイエイ！　ボクの%1F勝ちだ！\n%2F残念だけど…\nボクの%2F入部はあきらめてね。,"Bueno, ¡el resto es cosa tuya!"
23000557,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000557,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000557,",ふふふ…\nそれでは　はじめましょうか。","Je, je, je...\n¡Que comience el duelo!"
23000557,4これで…\nワタシに%2F幸運が　まいおりますよ。,¡Por fin me he quitado el cenizo de encima!\n¡La suerte me acompaña!
23000557,D%1F天のおつげを%2F無視しろと…\nあなたはひどい%1F人ですね。,¿Cómo? ¿Me estás pidiendo que ignore\nel mensaje divino?\n¡Qué mala persona eres!
23000557,Dというわけですので…\nワタシと%2F勝負して　いただきますよ。,"Si salgo victorioso, recibiré la bendición\nde la buena suerte.\n¿Eres tú acaso ese extraño?"
23000557,Tふむ…ワタシにサッカー%1F部へ%1F入れと。\nわかりました。\nこれからもよろしく。,"Bueno, ¿qué quieres que haga? ¿Eh?\n¿Unirme a tu club? Vale, cuenta con ello. "
23000557,\もうあなたに　%1F用はないのですが…。\nまあ　いいでしょう。\n%2F勝負したいのですか？,No me servís de nada...\nPero supongo que podríamos echar\nun partidillo.
23000557,撃ｳきほど　%1F天からおつげがありました。\nワタシの%1F前に%1F現れた%1F者と　%1F戦えと…。\n%1F勝てば　ワタシに%2F幸運がまいおりると。,Acabo de recibir instrucciones de arriba.\nDicen que debo enfrentarme a un extraño.
23000557,�もう%1F１つ…　おつげがありました…\n%1F負ければ　%1F勝った%1F者にしたがえと…。\nワタシに　%1F何をしてほしいでしょうか？,"Me han llegado nuevas instrucciones y dicen\nque, si pierdo la pachanga, debo ponerme a\ndisposición de mi oponente..."
23000558,$だったら　あっちへ%1F行きな！,"Bueno, me lo pensaré, pero... primero\ntendréis que ganarme."
23000558,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000558,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000558,4なんだよ！？\nまだ%1F何か%1F用でもあるのか？,¡Entonces déjame en paz!
23000558,8なんだよ！？\n%1F何か　オレに%1F用でもあるのか？,¿Hablas conmigo? ¿Me lo dices a mí?
23000558,Dオレの%1F勝ちだな！\n%2F約束%1F通り　%2F仲間にはならないぜ！,"¡He ganadoooo!\n¡Si no me vencéis, no tenéis nada que hacer!"
23000558,hオレの%1F負けだな。　%2F約束だから\nおまえの%2F仲間になってやるよ！\nありがたく%1F思えよなっ！！,"¡Vaya! Si he perdido...\nBueno, me uniré al equipo\ntal como te prometí."
23000558,lまあ　どうしてもって%1F言うのなら\nオレと%2F勝負しやがれっ！\nおまえが%1F勝ったら　%1F考えてやるよ！,¿Eh? ¿Quieres que me una a vosotros?
23000559,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000559,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000559,Hふむ…　サッカー%1F部に%1F入ってくれる%1F人を\n%1F探していると…。,"Buscas jugadores para el club de fútbol,\n¿eh? Mmmm..."
23000559,Lそうですか…\n%2F相談したくなりましたら\nいつでもお%1F待ちしてますよ。,"Vale. Si cambias de idea, vente para acá.\nTe estaré esperando."
23000559,Tふむ…　なにやらお%1F困りのようですね。\nまろでよければ　%2F相談にのりますよ？,Me da la impresión de que estás preocupado\npor algo. ¿Quieres que lo hablemos?
23000559,\まろの%1F勝ちですね…。\nまた%2F相談したくなりましたら\nいつでもお%1F待ちしてますよ。,"Bueno, si quieres que hablemos sobre ello\ncon más detalle, te estaré esperando aquí."
23000559,h%1F分かりました。\nここで%1F会ったのも　%1F何かのエンですし\nまろに%1F勝てたら　%1F入りましょう！,"Mira tú por donde, yo estaba buscando\nun club al que unirme. ¡Parece el destino!"
23000559,�ここで%1F会ったのも　%1F何かのエンですね。\nまろがサッカー%1F部に%1F入りましょう。\nこれからよろしくお%1F願いしますね。,"¡He tenido suerte de tropezarme contigo!\n¡Vale, me apunto!"
23000560,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000560,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000560,4なんだなんだぁ？\n%1F難しい%1F顔しやがって。,"¡Oh, pobrecillo! ¿Qué pasa?"
23000560,8%1F困ってんなら\nオレが%1F力を%1F貸してやろうか？,"Si me uno a tu equipo, ¿dejarás de estar\ntan preocupado?"
23000560,8なんだなんだぁ？\nまた%1F難しい%1F顔しやがって。,"¡Oh, vaya! ¿Ya estás otra vez preocupado?\nSi me uno a tu equipo, ¿te animarás un poco?"
23000560,Dその%2F程度の%2F実力では…\nオレの%1F力は%1F貸してやれないな。,No creo que deba siquiera plantearme jugar\nen un equipo con menos nivel que yo.
23000560,Dただし…\nオレの%1F力%1F借りるだけの\n%2F実力があったらなっ！,¡Entonces me apunto!\nPero solo si compruebo que vuestra fortaleza\nmental es tan fuerte como para vencerme.
23000560,Lえんりょなんてしなくていいぞ！\n%1F気が%1F変わったら　また%1F来いよ！,"Si cambias de idea, ya sabes\ndónde encontrarme.\n¡Estaré esperándote!"
23000560,�フッ…　なかなかやるじゃないか。\n%2F約束%1F通り　オレの%1F力を%1F貸してやるよ。\nそして　%2F一緒にもっと%1F強くなろうぜ。,"¡Ja, ja, ja! Eres la pera...\nConmigo el equipo subirá de nivel.\nYa verás... "
23000561,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000561,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000561,0フッ…\nやはりオレの%1F助けがほしいのか？,"¡Ja, ja, ja! Sois la pera...\nVoy a esforzarme al máximo por el equipo.\nOs lo prometo."
23000561,8どうしてもって%1F言うのなら\nオレを%1F倒してみな！,"¡Bien! ¡Victoria!\nLo siento, chicos, pero creo que será mejor\nque os vayáis buscando a otra persona..."
23000561,<フッ…　チームレベルが２になったら\n%2F相手をしよう！,Espera... Volved cuando vuestro equipo sea\nal menos de nivel 2. ¡Después podemos jugar!
23000561,Hフッ…　オレの%1F勝ちだな。\n%1F悪いが　オレのことはあきらめな。,"Bueno, ¡el resto es cosa tuya!"
23000561,Pハハッ　%1F強がりだね。　まあそのうち\nオレの%1F助けが%2F必要になるさ。,"¡Eh! Tenéis agallas, pero no\ntardaréis en volver con el rabo entre\nlas piernas."
23000561,`フッ…　オレの%1F助けがほしいのか？\nどうしてもって%1F言うのなら\nオレを%1F倒してみな！,"¿Qué? ¿Que queréis que os ayude?\nSi tanto lo necesitáis, intentad ganarme\nprimero. ¿Estáis listos?"
23000561,それじゃあ　いくぜ！,¡Vamos! ¡En marcha!
23000562,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000562,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000562,",あれ　%2F人違いか？\n%1F悪かったな。",¡Ah! Debo de haberte confundido\ncon otra persona. Perdona.
23000562,8あんたたちかい？\nオレを%2F仲間にしたいってのは？,"¡Ah! Eres tú. Quieres que me una\na vuestro club, ¿verdad?"
23000562,Hあんたたち　また%1F来たのかい？\nオレを%2F仲間にしたいんだっけ？,¡Ah! Eres tú otra vez. ¿Sigues queriendo\nque me una a vuestro club?
23000562,Hだったら　オレを%1F倒してみな。\nもし%1F勝てたら　なってやるさ。,"¿Por qué no intentas vencerme? ¡Venga!\n¡Si me ganas, me uniré al equipo!"
23000562,L…へえ　なかなかおもしろいじゃん。\nいいよ　オレも%2F一緒に%1F行くよ！,"¡Vayaaa! ¡Qué divertido!\n¡Contad conmigo, chicos!"
23000562,Xオレの%1F勝ちだな。\n%2F残念だけど　%2F仲間にはならないぜ。\nそれじゃあまたな。,"¡Ajá! ¡He ganado! Lo siento, pero\ndesgraciadamente no voy a poder unirme\na vosotros, chicos. ¡Ya nos veremos!"
23000563,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000563,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000563,Hふむ…　サッカー%1F部に%1F入ってくれる%1F人を\n%1F探していると…。,Así que estás buscando jugadores para\ntu equipo. Mmm...
